# frequency  SPL  phase
1.000e+01 5.312e+01 -5.408e+01
1.098e+01 5.477e+01 -5.960e+01
1.205e+01 5.642e+01 -6.569e+01
1.323e+01 5.807e+01 -7.249e+01
1.453e+01 5.974e+01 -8.010e+01
1.595e+01 6.140e+01 -8.857e+01
1.751e+01 6.306e+01 -9.807e+01
1.922e+01 6.471e+01 -1.088e+02
2.110e+01 6.634e+01 -1.209e+02
2.317e+01 6.795e+01 -1.349e+02
2.543e+01 6.948e+01 -1.509e+02
2.792e+01 7.087e+01 -1.695e+02
3.065e+01 7.196e+01 1.690e+02
3.365e+01 7.256e+01 1.448e+02
3.695e+01 7.247e+01 1.192e+02
4.056e+01 7.170e+01 9.430e+01
4.453e+01 7.040e+01 7.143e+01
4.889e+01 6.881e+01 5.096e+01
5.367e+01 6.710e+01 3.258e+01
5.892e+01 6.533e+01 1.570e+01
6.469e+01 6.357e+01 -1.586e-01
7.102e+01 6.182e+01 -1.538e+01
7.796e+01 6.011e+01 -3.030e+01
8.559e+01 5.842e+01 -4.521e+01
9.397e+01 5.676e+01 -6.036e+01
1.032e+02 5.513e+01 -7.595e+01
1.132e+02 5.353e+01 -9.219e+01
1.243e+02 5.194e+01 -1.093e+02
1.365e+02 5.037e+01 -1.274e+02
1.499e+02 4.880e+01 -1.466e+02
1.645e+02 4.723e+01 -1.672e+02
1.806e+02 4.568e+01 1.709e+02
1.983e+02 4.415e+01 1.473e+02
2.177e+02 4.267e+01 1.217e+02
2.390e+02 4.123e+01 9.379e+01
2.624e+02 3.980e+01 6.297e+01
2.880e+02 3.830e+01 2.910e+01
3.162e+02 3.670e+01 -7.540e+00
3.472e+02 3.506e+01 -4.645e+01
3.811e+02 3.358e+01 -8.805e+01
4.184e+02 3.233e+01 -1.343e+02
4.594e+02 3.107e+01 1.737e+02
5.043e+02 2.971e+01 1.170e+02
5.537e+02 2.852e+01 5.519e+01
6.078e+02 2.740e+01 -1.456e+01
6.673e+02 2.600e+01 -9.124e+01
7.326e+02 2.463e+01 -1.743e+02
8.043e+02 2.324e+01 9.445e+01
8.830e+02 2.191e+01 -5.399e+00
9.694e+02 2.061e+01 -1.148e+02
1.064e+03 1.936e+01 1.231e+02
1.168e+03 1.793e+01 -9.911e+00
1.283e+03 1.628e+01 -1.560e+02
1.408e+03 1.491e+01 4.431e+01
1.546e+03 1.348e+01 -1.315e+02
1.697e+03 1.173e+01 3.534e+01
1.863e+03 9.983e+00 -1.757e+02
2.046e+03 8.177e+00 -4.785e+01
2.246e+03 6.192e+00 5.597e+01
2.465e+03 4.064e+00 1.373e+02
2.707e+03 1.444e+00 -1.722e+02
2.971e+03 -5.777e-01 -1.441e+02
3.262e+03 -2.980e+00 -1.495e+02
3.581e+03 -5.533e+00 1.672e+02
3.932e+03 -9.274e+00 9.723e+01
4.317e+03 -1.204e+01 -2.565e+01
4.739e+03 -1.594e+01 1.595e+02
5.203e+03 -1.765e+01 -6.207e+01
5.712e+03 -2.364e+01 2.179e+01
6.270e+03 -2.815e+01 4.451e+01
6.884e+03 -3.484e+01 -6.832e+00
7.558e+03 -4.155e+01 -1.232e+02
8.297e+03 -4.873e+01 1.037e+02
9.109e+03 -5.019e+01 1.751e+02
1.000e+04 -5.390e+01 -1.038e+02
