# frequency  SPL  phase
1.000e+01 4.640e+01 -6.762e+01
1.098e+01 4.805e+01 -7.447e+01
1.205e+01 4.969e+01 -8.200e+01
1.323e+01 5.135e+01 -9.040e+01
1.453e+01 5.302e+01 -9.978e+01
1.595e+01 5.467e+01 -1.102e+02
1.751e+01 5.633e+01 -1.218e+02
1.922e+01 5.797e+01 -1.348e+02
2.110e+01 5.961e+01 -1.495e+02
2.317e+01 6.121e+01 -1.663e+02
2.543e+01 6.273e+01 1.747e+02
2.792e+01 6.411e+01 1.527e+02
3.065e+01 6.520e+01 1.274e+02
3.365e+01 6.579e+01 9.916e+01
3.695e+01 6.569e+01 6.907e+01
4.056e+01 6.489e+01 3.928e+01
4.453e+01 6.357e+01 1.101e+01
4.889e+01 6.196e+01 -1.539e+01
5.367e+01 6.020e+01 -4.027e+01
5.892e+01 5.840e+01 -6.427e+01
6.469e+01 5.658e+01 -8.795e+01
7.102e+01 5.476e+01 -1.117e+02
7.796e+01 5.296e+01 -1.360e+02
8.559e+01 5.117e+01 -1.611e+02
9.397e+01 4.939e+01 1.727e+02
1.032e+02 4.762e+01 1.450e+02
1.132e+02 4.585e+01 1.156e+02
1.243e+02 4.408e+01 8.427e+01
1.365e+02 4.231e+01 5.069e+01
1.499e+02 4.054e+01 1.455e+01
1.645e+02 3.876e+01 -2.442e+01
1.806e+02 3.697e+01 -6.655e+01
1.983e+02 3.517e+01 -1.121e+02
2.177e+02 3.337e+01 -1.615e+02
2.390e+02 3.157e+01 1.449e+02
2.624e+02 2.981e+01 8.680e+01
2.880e+02 2.811e+01 2.354e+01
3.162e+02 2.650e+01 -4.564e+01
3.472e+02 2.500e+01 -1.217e+02
3.811e+02 2.355e+01 1.544e+02
4.184e+02 2.208e+01 6.202e+01
4.594e+02 2.062e+01 -3.898e+01
5.043e+02 1.928e+01 -1.494e+02
5.537e+02 1.820e+01 8.899e+01
6.078e+02 1.742e+01 -4.672e+01
6.673e+02 1.659e+01 1.602e+02
7.326e+02 1.520e+01 -1.066e+01
8.043e+02 1.300e+01 1.619e+02
8.830e+02 9.907e+00 -4.001e+01
9.694e+02 6.510e+00 1.062e+02
1.064e+03 3.759e+00 -1.242e+02
1.168e+03 1.176e+00 -1.949e+01
1.283e+03 -1.797e+00 6.559e+01
1.408e+03 -3.137e+00 1.260e+02
1.546e+03 -4.274e+00 1.463e+02
1.697e+03 -6.139e+00 1.313e+02
1.863e+03 -9.396e+00 7.857e+01
2.046e+03 -1.157e+01 3.818e+00
2.246e+03 -1.176e+01 -1.426e+02
2.465e+03 -1.628e+01 8.479e+01
2.707e+03 -1.541e+01 -1.595e+02
2.971e+03 -1.904e+01 -1.132e+02
3.262e+03 -1.289e+01 -8.466e+01
3.581e+03 -3.284e+01 -1.796e+02
3.932e+03 -2.290e+01 -5.218e+00
4.317e+03 -2.605e+01 -7.528e+01
4.739e+03 -3.339e+01 -7.268e+01
5.203e+03 -3.629e+01 -9.763e+01
5.712e+03 -4.143e+01 -1.635e+02
6.270e+03 -4.872e+01 -9.489e+01
6.884e+03 -4.564e+01 4.856e+01
7.558e+03 -5.379e+01 -1.798e+02
8.297e+03 -5.280e+01 1.388e+02
9.109e+03 -4.451e+01 1.227e+01
1.000e+04 -5.188e+01 -5.524e+00
