# frequency  SPL  phase
1.000e+01 4.614e+01 -6.838e+01
1.098e+01 4.779e+01 -7.530e+01
1.205e+01 4.944e+01 -8.292e+01
1.323e+01 5.110e+01 -9.141e+01
1.453e+01 5.276e+01 -1.009e+02
1.595e+01 5.442e+01 -1.114e+02
1.751e+01 5.607e+01 -1.231e+02
1.922e+01 5.772e+01 -1.363e+02
2.110e+01 5.935e+01 -1.511e+02
2.317e+01 6.096e+01 -1.680e+02
2.543e+01 6.248e+01 1.727e+02
2.792e+01 6.386e+01 1.505e+02
3.065e+01 6.495e+01 1.251e+02
3.365e+01 6.554e+01 9.659e+01
3.695e+01 6.544e+01 6.625e+01
4.056e+01 6.465e+01 3.618e+01
4.453e+01 6.333e+01 7.602e+00
4.889e+01 6.172e+01 -1.914e+01
5.367e+01 5.997e+01 -4.440e+01
5.892e+01 5.817e+01 -6.881e+01
6.469e+01 5.635e+01 -9.295e+01
7.102e+01 5.454e+01 -1.172e+02
7.796e+01 5.275e+01 -1.421e+02
8.559e+01 5.096e+01 -1.678e+02
9.397e+01 4.919e+01 1.652e+02
1.032e+02 4.743e+01 1.368e+02
1.132e+02 4.567e+01 1.066e+02
1.243e+02 4.391e+01 7.420e+01
1.365e+02 4.215e+01 3.950e+01
1.499e+02 4.039e+01 2.089e+00
1.645e+02 3.861e+01 -3.830e+01
1.806e+02 3.681e+01 -8.204e+01
1.983e+02 3.500e+01 -1.294e+02
2.177e+02 3.316e+01 1.791e+02
2.390e+02 3.131e+01 1.233e+02
2.624e+02 2.945e+01 6.272e+01
2.880e+02 2.760e+01 -3.174e+00
3.162e+02 2.580e+01 -7.505e+01
3.472e+02 2.404e+01 -1.538e+02
3.811e+02 2.227e+01 1.197e+02
4.184e+02 2.041e+01 2.500e+01
4.594e+02 1.847e+01 -7.754e+01
5.043e+02 1.667e+01 1.720e+02
5.537e+02 1.535e+01 5.178e+01
6.078e+02 1.471e+01 -8.237e+01
6.673e+02 1.433e+01 1.246e+02
7.326e+02 1.354e+01 -4.808e+01
8.043e+02 1.207e+01 1.210e+02
8.830e+02 9.816e+00 -8.683e+01
9.694e+02 7.154e+00 4.992e+01
1.064e+03 4.738e+00 1.683e+02
1.168e+03 2.463e+00 -9.922e+01
1.283e+03 -8.742e-01 -3.247e+01
1.408e+03 -4.393e+00 1.810e+01
1.546e+03 -6.041e+00 3.782e+01
1.697e+03 -7.733e+00 1.885e+01
1.863e+03 -9.362e+00 -4.261e+01
2.046e+03 -1.184e+01 -1.457e+02
2.246e+03 -1.494e+01 6.259e+01
2.465e+03 -2.169e+01 -1.523e+02
2.707e+03 -2.255e+01 1.524e+02
2.971e+03 -2.160e+01 6.879e+01
3.262e+03 -1.584e+01 3.119e+01
3.581e+03 -2.509e+01 -3.374e+01
3.932e+03 -3.554e+01 1.291e+01
4.317e+03 -2.137e+01 -1.138e+02
4.739e+03 -2.502e+01 6.598e+01
5.203e+03 -3.617e+01 -3.961e+01
5.712e+03 -5.438e+01 1.435e+02
6.270e+03 -4.608e+01 -8.584e-02
6.884e+03 -5.463e+01 1.435e+02
7.558e+03 -4.519e+01 1.075e+01
8.297e+03 -5.215e+01 2.717e+01
9.109e+03 -6.046e+01 1.553e+02
1.000e+04 -5.241e+01 1.503e+02
