# frequency  SPL  phase
1.000e+01 5.160e+01 -5.629e+01
1.098e+01 5.325e+01 -6.202e+01
1.205e+01 5.490e+01 -6.834e+01
1.323e+01 5.656e+01 -7.541e+01
1.453e+01 5.822e+01 -8.330e+01
1.595e+01 5.988e+01 -9.208e+01
1.751e+01 6.154e+01 -1.019e+02
1.922e+01 6.318e+01 -1.130e+02
2.110e+01 6.482e+01 -1.256e+02
2.317e+01 6.642e+01 -1.400e+02
2.543e+01 6.795e+01 -1.565e+02
2.792e+01 6.933e+01 -1.757e+02
3.065e+01 7.042e+01 1.622e+02
3.365e+01 7.101e+01 1.374e+02
3.695e+01 7.092e+01 1.110e+02
4.056e+01 7.013e+01 8.535e+01
4.453e+01 6.883e+01 6.161e+01
4.889e+01 6.723e+01 4.019e+01
5.367e+01 6.549e+01 2.075e+01
5.892e+01 6.371e+01 2.735e+00
6.469e+01 6.191e+01 -1.438e+01
7.102e+01 6.014e+01 -3.097e+01
7.796e+01 5.838e+01 -4.736e+01
8.559e+01 5.665e+01 -6.388e+01
9.397e+01 5.494e+01 -8.076e+01
1.032e+02 5.324e+01 -9.821e+01
1.132e+02 5.156e+01 -1.164e+02
1.243e+02 4.989e+01 -1.357e+02
1.365e+02 4.821e+01 -1.560e+02
1.499e+02 4.653e+01 -1.777e+02
1.645e+02 4.485e+01 1.593e+02
1.806e+02 4.316e+01 1.347e+02
1.983e+02 4.151e+01 1.084e+02
2.177e+02 3.991e+01 7.996e+01
2.390e+02 3.839e+01 4.889e+01
2.624e+02 3.690e+01 1.450e+01
2.880e+02 3.535e+01 -2.357e+01
3.162e+02 3.366e+01 -6.507e+01
3.472e+02 3.190e+01 -1.092e+02
3.811e+02 3.032e+01 -1.566e+02
4.184e+02 2.896e+01 1.500e+02
4.594e+02 2.733e+01 8.937e+01
5.043e+02 2.528e+01 2.534e+01
5.537e+02 2.367e+01 -4.255e+01
6.078e+02 2.207e+01 -1.212e+02
6.673e+02 1.979e+01 1.555e+02
7.326e+02 1.819e+01 6.600e+01
8.043e+02 1.612e+01 -3.508e+01
8.830e+02 1.437e+01 -1.416e+02
9.694e+02 1.258e+01 9.857e+01
1.064e+03 1.100e+01 -3.163e+01
1.168e+03 9.415e+00 -1.770e+02
1.283e+03 7.778e+00 2.369e+01
1.408e+03 5.619e+00 -1.518e+02
1.546e+03 3.294e+00 1.636e+01
1.697e+03 1.072e+00 1.682e+02
1.863e+03 -9.152e-01 -5.911e+01
2.046e+03 -2.711e+00 4.950e+01
2.246e+03 -5.207e+00 1.330e+02
2.465e+03 -7.628e+00 -1.671e+02
2.707e+03 -1.040e+01 -1.324e+02
2.971e+03 -8.699e+00 -1.618e+02
3.262e+03 -1.416e+01 1.733e+02
3.581e+03 -1.788e+01 1.199e+02
3.932e+03 -1.359e+01 2.873e+01
4.317e+03 -2.328e+01 1.589e+02
4.739e+03 -2.829e+01 -6.288e+00
5.203e+03 -3.749e+01 4.525e+01
5.712e+03 -4.588e+01 5.454e+01
6.270e+03 -5.671e+01 1.383e+02
6.884e+03 -4.053e+01 7.353e+01
7.558e+03 -4.091e+01 -1.070e+02
8.297e+03 -4.547e+01 -8.708e+01
9.109e+03 -4.029e+01 -7.791e+01
1.000e+04 -4.694e+01 1.003e+02
