# frequency  SPL  phase
1.000e+01 4.605e+01 -6.865e+01
1.098e+01 4.770e+01 -7.560e+01
1.205e+01 4.935e+01 -8.325e+01
1.323e+01 5.100e+01 -9.177e+01
1.453e+01 5.267e+01 -1.013e+02
1.595e+01 5.432e+01 -1.118e+02
1.751e+01 5.598e+01 -1.236e+02
1.922e+01 5.762e+01 -1.368e+02
2.110e+01 5.926e+01 -1.517e+02
2.317e+01 6.086e+01 -1.686e+02
2.543e+01 6.238e+01 1.721e+02
2.792e+01 6.376e+01 1.498e+02
3.065e+01 6.485e+01 1.243e+02
3.365e+01 6.544e+01 9.571e+01
3.695e+01 6.534e+01 6.529e+01
4.056e+01 6.454e+01 3.514e+01
4.453e+01 6.323e+01 6.483e+00
4.889e+01 6.161e+01 -2.034e+01
5.367e+01 5.986e+01 -4.569e+01
5.892e+01 5.806e+01 -7.019e+01
6.469e+01 5.624e+01 -9.441e+01
7.102e+01 5.443e+01 -1.188e+02
7.796e+01 5.264e+01 -1.436e+02
8.559e+01 5.086e+01 -1.694e+02
9.397e+01 4.909e+01 1.636e+02
1.032e+02 4.734e+01 1.353e+02
1.132e+02 4.561e+01 1.051e+02
1.243e+02 4.390e+01 7.294e+01
1.365e+02 4.221e+01 3.849e+01
1.499e+02 4.055e+01 1.380e+00
1.645e+02 3.894e+01 -3.871e+01
1.806e+02 3.737e+01 -8.224e+01
1.983e+02 3.585e+01 -1.296e+02
2.177e+02 3.440e+01 1.785e+02
2.390e+02 3.301e+01 1.217e+02
2.624e+02 3.168e+01 5.913e+01
2.880e+02 3.038e+01 -9.855e+00
3.162e+02 2.907e+01 -8.599e+01
3.472e+02 2.770e+01 -1.698e+02
3.811e+02 2.625e+01 9.824e+01
4.184e+02 2.470e+01 -2.505e+00
4.594e+02 2.303e+01 -1.125e+02
5.043e+02 2.130e+01 1.280e+02
5.537e+02 1.965e+01 -2.459e+00
6.078e+02 1.806e+01 -1.455e+02
6.673e+02 1.648e+01 5.720e+01
7.326e+02 1.473e+01 -1.152e+02
8.043e+02 1.295e+01 5.792e+01
8.830e+02 1.165e+01 -1.456e+02
9.694e+02 1.083e+01 -1.193e+01
1.064e+03 9.903e+00 9.661e+01
1.168e+03 8.906e+00 -1.797e+02
1.283e+03 7.960e+00 -1.252e+02
1.408e+03 6.428e+00 -1.024e+02
1.546e+03 4.450e+00 -1.086e+02
1.697e+03 2.756e+00 -1.469e+02
1.863e+03 1.511e+00 1.346e+02
2.046e+03 6.628e-01 8.669e+00
2.246e+03 -9.751e-01 -1.674e+02
2.465e+03 -3.257e+00 -3.575e+01
2.707e+03 -6.346e+00 5.369e+01
2.971e+03 -8.314e+00 6.696e+01
3.262e+03 -9.469e+00 4.137e+00
3.581e+03 -1.727e+01 -1.371e+02
3.932e+03 -1.812e+01 3.156e+01
4.317e+03 -1.946e+01 7.088e+01
4.739e+03 -2.260e+01 6.735e+01
5.203e+03 -2.535e+01 -4.484e+01
5.712e+03 -4.199e+01 1.129e+01
6.270e+03 -4.281e+01 -2.494e+00
6.884e+03 -5.269e+01 1.795e+01
7.558e+03 -4.376e+01 -4.038e+01
8.297e+03 -4.585e+01 -7.368e+01
9.109e+03 -4.275e+01 6.868e+01
1.000e+04 -4.840e+01 -6.334e+01
