# frequency  SPL  phase
1.000e+01 4.270e+01 1.175e+02
1.098e+01 4.419e+01 1.111e+02
1.205e+01 4.563e+01 1.041e+02
1.323e+01 4.703e+01 9.634e+01
1.453e+01 4.837e+01 8.764e+01
1.595e+01 4.963e+01 7.798e+01
1.751e+01 5.078e+01 6.718e+01
1.922e+01 5.177e+01 5.505e+01
2.110e+01 5.254e+01 4.134e+01
2.317e+01 5.297e+01 2.570e+01
2.543e+01 5.285e+01 7.886e+00
2.792e+01 5.169e+01 -1.267e+01
3.065e+01 4.821e+01 -3.601e+01
3.365e+01 3.316e+01 -5.664e+01
3.695e+01 4.726e+01 8.626e+01
4.056e+01 5.420e+01 5.917e+01
4.453e+01 5.756e+01 3.321e+01
4.889e+01 5.950e+01 9.199e+00
5.367e+01 6.070e+01 -1.312e+01
5.892e+01 6.151e+01 -3.433e+01
6.469e+01 6.208e+01 -5.494e+01
7.102e+01 6.250e+01 -7.537e+01
7.796e+01 6.283e+01 -9.597e+01
8.559e+01 6.311e+01 -1.171e+02
9.397e+01 6.336e+01 -1.390e+02
1.032e+02 6.359e+01 -1.621e+02
1.132e+02 6.383e+01 1.735e+02
1.243e+02 6.408e+01 1.474e+02
1.365e+02 6.433e+01 1.193e+02
1.499e+02 6.460e+01 8.877e+01
1.645e+02 6.487e+01 5.558e+01
1.806e+02 6.512e+01 1.937e+01
1.983e+02 6.534e+01 -2.010e+01
2.177e+02 6.552e+01 -6.309e+01
2.390e+02 6.566e+01 -1.098e+02
2.624e+02 6.578e+01 -1.604e+02
2.880e+02 6.591e+01 1.448e+02
3.162e+02 6.611e+01 8.489e+01
3.472e+02 6.639e+01 1.924e+01
3.811e+02 6.671e+01 -5.306e+01
4.184e+02 6.704e+01 -1.327e+02
4.594e+02 6.734e+01 1.399e+02
5.043e+02 6.768e+01 4.430e+01
5.537e+02 6.818e+01 -6.101e+01
6.078e+02 6.868e+01 -1.785e+02
6.673e+02 6.890e+01 5.173e+01
7.326e+02 6.882e+01 -8.989e+01
8.043e+02 6.864e+01 1.168e+02
8.830e+02 6.865e+01 -5.060e+01
9.694e+02 6.872e+01 1.240e+02
1.064e+03 6.839e+01 -7.982e+01
1.168e+03 6.795e+01 5.896e+01
1.283e+03 6.753e+01 1.759e+02
1.408e+03 6.696e+01 -8.910e+01
1.546e+03 6.660e+01 -2.020e+01
1.697e+03 6.608e+01 2.029e+01
1.863e+03 6.557e+01 2.926e+01
2.046e+03 6.502e+01 2.809e+00
2.246e+03 6.399e+01 -6.225e+01
2.465e+03 6.264e+01 -1.685e+02
2.707e+03 6.083e+01 4.064e+01
2.971e+03 5.841e+01 -1.596e+02
3.262e+03 5.524e+01 -5.571e+01
3.581e+03 5.012e+01 -9.828e+00
3.932e+03 3.769e+01 -2.379e+01
4.317e+03 4.180e+01 4.768e+01
4.739e+03 4.802e+01 -1.228e+02
5.203e+03 4.917e+01 -1.734e+01
5.712e+03 4.912e+01 -9.763e+00
6.270e+03 4.738e+01 -1.103e+02
6.884e+03 4.140e+01 4.154e+01
7.558e+03 2.384e+01 8.921e+01
8.297e+03 3.819e+01 1.130e+02
9.109e+03 4.142e+01 -1.563e+02
1.000e+04 3.757e+01 1.238e+02
