# frequency  SPL  phase
1.000e+01 4.205e+01 1.159e+02
1.098e+01 4.354e+01 1.094e+02
1.205e+01 4.498e+01 1.023e+02
1.323e+01 4.638e+01 9.428e+01
1.453e+01 4.772e+01 8.537e+01
1.595e+01 4.898e+01 7.550e+01
1.751e+01 5.013e+01 6.444e+01
1.922e+01 5.112e+01 5.205e+01
2.110e+01 5.189e+01 3.804e+01
2.317e+01 5.232e+01 2.208e+01
2.543e+01 5.220e+01 3.914e+00
2.792e+01 5.104e+01 -1.704e+01
3.065e+01 4.755e+01 -4.080e+01
3.365e+01 3.251e+01 -6.191e+01
3.695e+01 4.661e+01 8.047e+01
4.056e+01 5.355e+01 5.281e+01
4.453e+01 5.691e+01 2.622e+01
4.889e+01 5.884e+01 1.516e+00
5.367e+01 6.004e+01 -2.157e+01
5.892e+01 6.085e+01 -4.362e+01
6.469e+01 6.141e+01 -6.518e+01
7.102e+01 6.183e+01 -8.664e+01
7.796e+01 6.215e+01 -1.084e+02
8.559e+01 6.242e+01 -1.308e+02
9.397e+01 6.265e+01 -1.541e+02
1.032e+02 6.286e+01 -1.787e+02
1.132e+02 6.305e+01 1.552e+02
1.243e+02 6.325e+01 1.272e+02
1.365e+02 6.343e+01 9.712e+01
1.499e+02 6.361e+01 6.453e+01
1.645e+02 6.376e+01 2.922e+01
1.806e+02 6.388e+01 -9.107e+00
1.983e+02 6.397e+01 -5.062e+01
2.177e+02 6.403e+01 -9.551e+01
2.390e+02 6.411e+01 -1.441e+02
2.624e+02 6.427e+01 1.630e+02
2.880e+02 6.452e+01 1.049e+02
3.162e+02 6.480e+01 4.039e+01
3.472e+02 6.497e+01 -3.090e+01
3.811e+02 6.495e+01 -1.087e+02
4.184e+02 6.482e+01 1.674e+02
4.594e+02 6.482e+01 7.721e+01
5.043e+02 6.514e+01 -2.181e+01
5.537e+02 6.561e+01 -1.325e+02
6.078e+02 6.590e+01 1.053e+02
6.673e+02 6.625e+01 -2.836e+01
7.326e+02 6.663e+01 -1.761e+02
8.043e+02 6.689e+01 2.095e+01
8.830e+02 6.698e+01 -1.577e+02
9.694e+02 6.693e+01 7.547e+00
1.064e+03 6.723e+01 1.537e+02
1.168e+03 6.716e+01 -8.323e+01
1.283e+03 6.722e+01 1.809e+01
1.408e+03 6.675e+01 9.273e+01
1.546e+03 6.653e+01 1.406e+02
1.697e+03 6.574e+01 1.579e+02
1.863e+03 6.476e+01 1.407e+02
2.046e+03 6.361e+01 8.773e+01
2.246e+03 6.171e+01 -5.357e+00
2.465e+03 5.899e+01 -1.416e+02
2.707e+03 5.513e+01 3.502e+01
2.971e+03 4.865e+01 1.643e+02
3.262e+03 3.783e+01 -6.692e+01
3.581e+03 4.420e+01 6.867e+00
3.932e+03 4.789e+01 -4.922e+01
4.317e+03 4.822e+01 1.798e+02
4.739e+03 4.747e+01 -4.285e+01
5.203e+03 4.565e+01 4.425e-01
5.712e+03 4.005e+01 -6.903e+01
6.270e+03 2.992e+01 -1.330e+01
6.884e+03 4.067e+01 1.264e+01
7.558e+03 4.130e+01 -6.699e+01
8.297e+03 3.444e+01 7.730e+01
9.109e+03 2.978e+01 -1.497e+02
1.000e+04 3.429e+01 2.984e+01
