# frequency  SPL  phase
1.000e+01 4.312e+01 1.184e+02
1.098e+01 4.460e+01 1.122e+02
1.205e+01 4.604e+01 1.053e+02
1.323e+01 4.744e+01 9.758e+01
1.453e+01 4.879e+01 8.900e+01
1.595e+01 5.004e+01 7.948e+01
1.751e+01 5.119e+01 6.882e+01
1.922e+01 5.218e+01 5.685e+01
2.110e+01 5.295e+01 4.331e+01
2.317e+01 5.338e+01 2.786e+01
2.543e+01 5.325e+01 1.026e+01
2.792e+01 5.208e+01 -1.008e+01
3.065e+01 4.860e+01 -3.317e+01
3.365e+01 3.355e+01 -5.353e+01
3.695e+01 4.764e+01 8.966e+01
4.056e+01 5.457e+01 6.289e+01
4.453e+01 5.792e+01 3.728e+01
4.889e+01 5.984e+01 1.365e+01
5.367e+01 6.102e+01 -8.248e+00
5.892e+01 6.180e+01 -2.900e+01
6.469e+01 6.234e+01 -4.911e+01
7.102e+01 6.272e+01 -6.896e+01
7.796e+01 6.300e+01 -8.891e+01
8.559e+01 6.321e+01 -1.093e+02
9.397e+01 6.338e+01 -1.304e+02
1.032e+02 6.351e+01 -1.523e+02
1.132e+02 6.363e+01 -1.754e+02
1.243e+02 6.375e+01 1.600e+02
1.365e+02 6.387e+01 1.337e+02
1.499e+02 6.401e+01 1.055e+02
1.645e+02 6.416e+01 7.487e+01
1.806e+02 6.433e+01 4.156e+01
1.983e+02 6.449e+01 5.171e+00
2.177e+02 6.464e+01 -3.465e+01
2.390e+02 6.474e+01 -7.822e+01
2.624e+02 6.479e+01 -1.258e+02
2.880e+02 6.475e+01 -1.776e+02
3.162e+02 6.464e+01 1.263e+02
3.472e+02 6.451e+01 6.579e+01
3.811e+02 6.446e+01 3.644e-01
4.184e+02 6.460e+01 -7.146e+01
4.594e+02 6.483e+01 -1.515e+02
5.043e+02 6.494e+01 1.196e+02
5.537e+02 6.480e+01 2.203e+01
6.078e+02 6.446e+01 -8.306e+01
6.673e+02 6.432e+01 1.633e+02
7.326e+02 6.432e+01 3.777e+01
8.043e+02 6.429e+01 -9.960e+01
8.830e+02 6.462e+01 1.096e+02
9.694e+02 6.493e+01 -6.005e+01
1.064e+03 6.462e+01 1.142e+02
1.168e+03 6.436e+01 -8.725e+01
1.283e+03 6.429e+01 5.153e+01
1.408e+03 6.416e+01 1.649e+02
1.546e+03 6.316e+01 -1.033e+02
1.697e+03 6.274e+01 -3.658e+01
1.863e+03 6.160e+01 -2.242e+00
2.046e+03 6.028e+01 3.808e+00
2.246e+03 5.806e+01 -2.902e+01
2.465e+03 5.485e+01 -9.617e+01
2.707e+03 4.869e+01 1.510e+02
2.971e+03 2.524e+01 1.385e+01
3.262e+03 4.681e+01 -3.562e+01
3.581e+03 5.160e+01 6.184e+01
3.932e+03 5.310e+01 9.634e+01
4.317e+03 5.255e+01 6.514e+01
4.739e+03 4.940e+01 -3.773e+01
5.203e+03 4.070e+01 1.372e+02
5.712e+03 3.714e+01 3.518e+01
6.270e+03 4.455e+01 2.927e+01
6.884e+03 4.405e+01 -8.739e+01
7.558e+03 3.563e+01 4.953e+01
8.297e+03 3.000e+01 -1.332e+02
9.109e+03 3.524e+01 1.085e+02
1.000e+04 2.901e+01 1.707e+02
