# frequency  SPL  phase
1.000e+01 4.624e+01 1.252e+02
1.151e+01 4.717e+01 1.207e+02
1.326e+01 4.740e+01 1.195e+02
1.526e+01 4.690e+01 1.301e+02
1.758e+01 4.897e+01 1.646e+02
2.024e+01 5.647e+01 -1.769e+02
2.330e+01 6.416e+01 1.744e+02
2.683e+01 7.081e+01 1.487e+02
3.089e+01 7.547e+01 1.097e+02
3.556e+01 7.738e+01 6.907e+01
4.095e+01 7.785e+01 3.613e+01
4.715e+01 7.804e+01 8.888e+00
5.429e+01 7.825e+01 -1.605e+01
6.251e+01 7.851e+01 -4.060e+01
7.197e+01 7.880e+01 -6.583e+01
8.286e+01 7.911e+01 -9.247e+01
9.541e+01 7.943e+01 -1.212e+02
1.098e+02 7.980e+01 -1.525e+02
1.265e+02 8.023e+01 1.727e+02
1.456e+02 8.075e+01 1.335e+02
1.677e+02 8.134e+01 8.868e+01
1.931e+02 8.196e+01 3.687e+01
2.223e+02 8.250e+01 -2.307e+01
2.559e+02 8.285e+01 -9.198e+01
2.947e+02 8.291e+01 -1.703e+02
3.393e+02 8.273e+01 1.023e+02
3.907e+02 8.274e+01 5.128e+00
4.498e+02 8.344e+01 -1.081e+02
5.180e+02 8.402e+01 1.147e+02
5.964e+02 8.336e+01 -4.491e+01
6.866e+02 8.169e+01 1.370e+02
7.906e+02 7.952e+01 -6.692e+01
9.103e+02 7.364e+01 5.655e+01
1.048e+03 6.647e+01 -7.479e+01
1.207e+03 7.903e+01 -1.601e+01
1.390e+03 8.326e+01 -1.682e+01
1.600e+03 8.506e+01 -6.846e+01
1.842e+03 8.590e+01 1.760e+02
2.121e+03 8.456e+01 -1.440e+01
2.442e+03 7.896e+01 7.700e+01
2.812e+03 6.784e+01 9.980e+01
3.237e+03 6.596e+01 1.288e+02
3.728e+03 7.158e+01 -7.908e+01
4.292e+03 6.881e+01 -9.593e+01
4.942e+03 5.373e+01 1.788e+02
5.690e+03 6.927e+01 -1.650e+02
6.551e+03 6.704e+01 -4.970e+01
7.543e+03 6.565e+01 -2.238e+01
8.685e+03 5.997e+01 -6.323e+01
1.000e+04 6.148e+01 2.770e+01
