# frequency  SPL  phase
1.000e+01 4.452e+01 -4.896e+01
1.151e+01 4.813e+01 -6.007e+01
1.326e+01 5.191e+01 -7.324e+01
1.526e+01 5.583e+01 -8.859e+01
1.758e+01 5.999e+01 -1.068e+02
2.024e+01 6.437e+01 -1.288e+02
2.330e+01 6.897e+01 -1.565e+02
2.683e+01 7.348e+01 1.664e+02
3.089e+01 7.664e+01 1.186e+02
3.556e+01 7.747e+01 7.044e+01
4.095e+01 7.716e+01 3.026e+01
4.715e+01 7.678e+01 -4.198e+00
5.429e+01 7.656e+01 -3.658e+01
6.251e+01 7.649e+01 -6.901e+01
7.197e+01 7.651e+01 -1.028e+02
8.286e+01 7.659e+01 -1.387e+02
9.541e+01 7.668e+01 -1.777e+02
1.098e+02 7.678e+01 1.395e+02
1.265e+02 7.687e+01 9.205e+01
1.456e+02 7.694e+01 3.915e+01
1.677e+02 7.700e+01 -2.032e+01
1.931e+02 7.703e+01 -8.745e+01
2.223e+02 7.704e+01 -1.635e+02
2.559e+02 7.704e+01 1.099e+02
2.947e+02 7.704e+01 1.087e+01
3.393e+02 7.696e+01 -1.028e+02
3.907e+02 7.671e+01 1.268e+02
4.498e+02 7.618e+01 -2.213e+01
5.180e+02 7.544e+01 1.685e+02
5.964e+02 7.452e+01 -2.475e+01
6.866e+02 7.338e+01 1.156e+02
7.906e+02 7.262e+01 -1.343e+02
9.103e+02 7.188e+01 -6.957e+01
1.048e+03 6.958e+01 -4.193e+01
1.207e+03 6.833e+01 -7.072e+01
1.390e+03 6.277e+01 -1.384e+02
1.600e+03 6.383e+01 9.383e+01
1.842e+03 6.437e+01 -1.352e+02
2.121e+03 6.147e+01 -1.054e+02
2.442e+03 5.732e+01 -1.723e+02
2.812e+03 5.284e+01 -1.228e+01
3.237e+03 5.081e+01 9.585e+00
3.728e+03 5.130e+01 -1.037e+02
4.292e+03 4.956e+01 -2.685e+01
4.942e+03 4.460e+01 -1.503e+02
5.690e+03 3.563e+01 -9.830e+01
6.551e+03 3.297e+01 1.254e+02
7.543e+03 3.296e+01 -5.975e+01
8.685e+03 2.510e+01 -1.647e+02
1.000e+04 2.450e+01 7.576e+01
