# frequency  SPL  phase
1.000e+01 5.040e+01 1.261e+02
1.151e+01 5.195e+01 1.203e+02
1.326e+01 5.322e+01 1.152e+02
1.526e+01 5.410e+01 1.127e+02
1.758e+01 5.482e+01 1.171e+02
2.024e+01 5.692e+01 1.329e+02
2.330e+01 6.247e+01 1.437e+02
2.683e+01 6.916e+01 1.309e+02
3.089e+01 7.418e+01 9.847e+01
3.556e+01 7.639e+01 6.164e+01
4.095e+01 7.710e+01 3.112e+01
4.715e+01 7.748e+01 5.604e+00
5.429e+01 7.784e+01 -1.800e+01
6.251e+01 7.823e+01 -4.145e+01
7.197e+01 7.865e+01 -6.576e+01
8.286e+01 7.909e+01 -9.165e+01
9.541e+01 7.956e+01 -1.198e+02
1.098e+02 8.008e+01 -1.509e+02
1.265e+02 8.065e+01 1.743e+02
1.456e+02 8.128e+01 1.347e+02
1.677e+02 8.192e+01 8.931e+01
1.931e+02 8.250e+01 3.720e+01
2.223e+02 8.296e+01 -2.228e+01
2.559e+02 8.328e+01 -8.947e+01
2.947e+02 8.357e+01 -1.648e+02
3.393e+02 8.410e+01 1.101e+02
3.907e+02 8.501e+01 1.145e+01
4.498e+02 8.608e+01 -1.049e+02
5.180e+02 8.690e+01 1.191e+02
5.964e+02 8.729e+01 -3.669e+01
6.866e+02 8.766e+01 1.472e+02
7.906e+02 8.838e+01 -5.576e+01
9.103e+02 8.916e+01 6.783e+01
1.048e+03 8.949e+01 1.549e+02
1.207e+03 8.967e+01 -1.598e+02
1.390e+03 8.876e+01 -1.615e+02
1.600e+03 8.776e+01 1.493e+02
1.842e+03 8.706e+01 3.804e+01
2.121e+03 8.545e+01 -1.483e+02
2.442e+03 8.290e+01 -4.665e+01
2.812e+03 8.073e+01 -3.615e+01
3.237e+03 7.722e+01 -1.303e+02
3.728e+03 7.521e+01 3.088e+01
4.292e+03 7.612e+01 3.573e+01
4.942e+03 7.529e+01 -1.462e+02
5.690e+03 7.218e+01 -1.601e+02
6.551e+03 6.723e+01 -3.733e+01
7.543e+03 6.347e+01 -1.703e+02
8.685e+03 6.357e+01 1.329e+02
1.000e+04 6.154e+01 1.070e+02
