# frequency  SPL  phase
1.000e+01 5.137e+01 1.261e+02
1.151e+01 5.304e+01 1.201e+02
1.326e+01 5.447e+01 1.145e+02
1.526e+01 5.560e+01 1.105e+02
1.758e+01 5.653e+01 1.110e+02
2.024e+01 5.812e+01 1.204e+02
2.330e+01 6.242e+01 1.314e+02
2.683e+01 6.867e+01 1.232e+02
3.089e+01 7.368e+01 9.370e+01
3.556e+01 7.597e+01 5.854e+01
4.095e+01 7.674e+01 2.901e+01
4.715e+01 7.718e+01 4.155e+00
5.429e+01 7.759e+01 -1.898e+01
6.251e+01 7.802e+01 -4.209e+01
7.197e+01 7.848e+01 -6.616e+01
8.286e+01 7.895e+01 -9.190e+01
9.541e+01 7.945e+01 -1.200e+02
1.098e+02 7.999e+01 -1.511e+02
1.265e+02 8.056e+01 1.738e+02
1.456e+02 8.115e+01 1.340e+02
1.677e+02 8.171e+01 8.855e+01
1.931e+02 8.219e+01 3.668e+01
2.223e+02 8.255e+01 -2.213e+01
2.559e+02 8.286e+01 -8.840e+01
2.947e+02 8.323e+01 -1.634e+02
3.393e+02 8.377e+01 1.107e+02
3.907e+02 8.444e+01 1.137e+01
4.498e+02 8.523e+01 -1.040e+02
5.180e+02 8.591e+01 1.205e+02
5.964e+02 8.601e+01 -3.489e+01
6.866e+02 8.602e+01 1.497e+02
7.906e+02 8.629e+01 -5.340e+01
9.103e+02 8.597e+01 7.224e+01
1.048e+03 8.567e+01 1.621e+02
1.207e+03 8.456e+01 -1.487e+02
1.390e+03 8.221e+01 -1.502e+02
1.600e+03 7.772e+01 1.630e+02
1.842e+03 6.906e+01 7.517e+01
2.121e+03 6.779e+01 -1.055e+00
2.442e+03 7.416e+01 1.281e+02
2.812e+03 7.700e+01 1.431e+02
3.237e+03 7.647e+01 5.367e+01
3.728e+03 7.598e+01 -1.484e+02
4.292e+03 7.553e+01 -1.417e+02
4.942e+03 7.044e+01 5.680e+01
5.690e+03 6.122e+01 1.554e+02
6.551e+03 6.736e+01 -2.602e+01
7.543e+03 6.334e+01 -1.437e+02
8.685e+03 5.798e+01 9.369e+01
1.000e+04 5.790e+01 2.631e+01
