# frequency  SPL  phase
1.000e+01 4.271e+01 -4.820e+01
1.151e+01 4.659e+01 -6.011e+01
1.326e+01 5.062e+01 -7.397e+01
1.526e+01 5.478e+01 -8.984e+01
1.758e+01 5.915e+01 -1.084e+02
2.024e+01 6.373e+01 -1.305e+02
2.330e+01 6.851e+01 -1.582e+02
2.683e+01 7.316e+01 1.648e+02
3.089e+01 7.644e+01 1.173e+02
3.556e+01 7.738e+01 6.952e+01
4.095e+01 7.714e+01 2.979e+01
4.715e+01 7.682e+01 -4.155e+00
5.429e+01 7.665e+01 -3.597e+01
6.251e+01 7.661e+01 -6.778e+01
7.197e+01 7.665e+01 -1.008e+02
8.286e+01 7.672e+01 -1.361e+02
9.541e+01 7.681e+01 -1.743e+02
1.098e+02 7.689e+01 1.438e+02
1.265e+02 7.694e+01 9.744e+01
1.456e+02 7.697e+01 4.571e+01
1.677e+02 7.696e+01 -1.241e+01
1.931e+02 7.690e+01 -7.798e+01
2.223e+02 7.680e+01 -1.522e+02
2.559e+02 7.665e+01 1.234e+02
2.947e+02 7.643e+01 2.700e+01
3.393e+02 7.606e+01 -8.315e+01
3.907e+02 7.545e+01 1.514e+02
4.498e+02 7.460e+01 9.537e+00
5.180e+02 7.374e+01 -1.504e+02
5.964e+02 7.311e+01 2.831e+01
6.866e+02 7.319e+01 -1.789e+02
7.906e+02 7.411e+01 -6.402e+01
9.103e+02 7.397e+01 7.705e+00
1.048e+03 7.403e+01 4.243e+01
1.207e+03 7.377e+01 1.741e+01
1.390e+03 7.255e+01 -5.704e+01
1.600e+03 7.150e+01 1.546e+02
1.842e+03 6.880e+01 -7.300e+01
2.121e+03 6.379e+01 -2.486e+01
2.442e+03 5.816e+01 -6.346e+01
2.812e+03 5.445e+01 1.285e+02
3.237e+03 5.287e+01 1.682e+02
3.728e+03 5.310e+01 6.598e+01
4.292e+03 4.811e+01 -1.726e+02
4.942e+03 4.562e+01 9.897e+01
5.690e+03 3.308e+01 1.655e+02
6.551e+03 3.591e+01 9.381e+01
7.543e+03 2.723e+01 -3.781e+01
8.685e+03 2.199e+01 -6.833e+01
1.000e+04 2.263e+01 1.167e+02
