# frequency  SPL  phase
1.000e+01 4.085e+01 1.223e+02
1.151e+01 4.110e+01 1.199e+02
1.326e+01 4.027e+01 1.273e+02
1.526e+01 4.085e+01 1.638e+02
1.758e+01 4.838e+01 -1.677e+02
2.024e+01 5.638e+01 -1.710e+02
2.330e+01 6.344e+01 1.708e+02
2.683e+01 6.964e+01 1.402e+02
3.089e+01 7.400e+01 9.745e+01
3.556e+01 7.571e+01 5.355e+01
4.095e+01 7.604e+01 1.723e+01
4.715e+01 7.612e+01 -1.365e+01
5.429e+01 7.625e+01 -4.263e+01
6.251e+01 7.642e+01 -7.176e+01
7.197e+01 7.662e+01 -1.022e+02
8.286e+01 7.681e+01 -1.349e+02
9.541e+01 7.698e+01 -1.706e+02
1.098e+02 7.712e+01 1.501e+02
1.265e+02 7.720e+01 1.062e+02
1.456e+02 7.722e+01 5.700e+01
1.677e+02 7.713e+01 1.411e+00
1.931e+02 7.690e+01 -6.143e+01
2.223e+02 7.649e+01 -1.324e+02
2.559e+02 7.594e+01 1.476e+02
2.947e+02 7.534e+01 5.660e+01
3.393e+02 7.461e+01 -4.886e+01
3.907e+02 7.319e+01 -1.717e+02
4.498e+02 7.049e+01 4.921e+01
5.180e+02 6.627e+01 -1.077e+02
5.964e+02 5.367e+01 7.006e+01
6.866e+02 6.285e+01 3.823e+01
7.906e+02 7.111e+01 1.495e+02
9.103e+02 7.491e+01 -1.255e+02
1.048e+03 7.681e+01 -9.480e+01
1.207e+03 7.752e+01 -1.118e+02
1.390e+03 7.518e+01 1.760e+02
1.600e+03 6.878e+01 4.061e+01
1.842e+03 4.748e+01 8.151e+01
2.121e+03 6.415e+01 7.666e+01
2.442e+03 6.225e+01 4.003e+01
2.812e+03 5.174e+01 -1.391e+02
3.237e+03 5.123e+01 1.442e+02
3.728e+03 5.114e+01 5.401e+01
4.292e+03 4.258e+01 1.478e+01
4.942e+03 3.717e+01 -2.126e+01
5.690e+03 2.949e+01 -1.095e+02
6.551e+03 3.241e+01 -6.092e+01
7.543e+03 3.247e+01 -2.607e+01
8.685e+03 2.498e+01 -1.530e+02
1.000e+04 1.487e+01 -6.985e+01
