# frequency  SPL  phase
1.000e+01 -1.133e+00 1.577e+02
1.151e+01 1.308e+00 1.543e+02
1.326e+01 3.764e+00 1.504e+02
1.526e+01 6.201e+00 1.460e+02
1.758e+01 8.656e+00 1.408e+02
2.024e+01 1.110e+01 1.349e+02
2.330e+01 1.354e+01 1.281e+02
2.683e+01 1.598e+01 1.202e+02
3.089e+01 1.841e+01 1.112e+02
3.556e+01 2.084e+01 1.009e+02
4.095e+01 2.327e+01 8.891e+01
4.715e+01 2.570e+01 7.519e+01
5.429e+01 2.812e+01 5.943e+01
6.251e+01 3.053e+01 4.133e+01
7.197e+01 3.293e+01 2.056e+01
8.286e+01 3.533e+01 -3.263e+00
9.541e+01 3.773e+01 -3.061e+01
1.098e+02 4.014e+01 -6.197e+01
1.265e+02 4.257e+01 -9.798e+01
1.456e+02 4.502e+01 -1.393e+02
1.677e+02 4.753e+01 1.730e+02
1.931e+02 5.012e+01 1.180e+02
2.223e+02 5.277e+01 5.432e+01
2.559e+02 5.549e+01 -1.952e+01
2.947e+02 5.827e+01 -1.050e+02
3.393e+02 6.116e+01 1.561e+02
3.907e+02 6.423e+01 4.061e+01
4.498e+02 6.732e+01 -9.534e+01
5.180e+02 6.998e+01 1.044e+02
5.964e+02 7.142e+01 -8.042e+01
6.866e+02 7.182e+01 7.629e+01
7.906e+02 7.311e+01 -1.517e+02
9.103e+02 7.360e+01 -5.829e+01
1.048e+03 7.459e+01 6.475e+00
1.207e+03 7.541e+01 1.989e+01
1.390e+03 7.675e+01 -1.216e+01
1.600e+03 7.852e+01 -1.135e+02
1.842e+03 7.916e+01 7.860e+01
2.121e+03 7.960e+01 -1.721e+02
2.442e+03 7.726e+01 -1.505e+02
2.812e+03 7.580e+01 1.444e+02
3.237e+03 7.642e+01 -3.924e+01
3.728e+03 7.576e+01 -1.410e+01
4.292e+03 7.458e+01 -1.396e+02
4.942e+03 7.377e+01 -7.792e+01
5.690e+03 7.296e+01 1.240e+02
6.551e+03 7.138e+01 9.235e+01
7.543e+03 6.853e+01 1.311e+02
8.685e+03 6.677e+01 -1.311e+02
1.000e+04 6.124e+01 -2.018e+01
