# frequency  SPL  phase
1.000e+01 -2.225e+00 1.548e+02
1.151e+01 2.175e-01 1.510e+02
1.326e+01 2.675e+00 1.466e+02
1.526e+01 5.115e+00 1.416e+02
1.758e+01 7.571e+00 1.357e+02
2.024e+01 1.002e+01 1.290e+02
2.330e+01 1.246e+01 1.213e+02
2.683e+01 1.491e+01 1.124e+02
3.089e+01 1.735e+01 1.022e+02
3.556e+01 1.979e+01 9.048e+01
4.095e+01 2.223e+01 7.692e+01
4.715e+01 2.467e+01 6.133e+01
5.429e+01 2.711e+01 4.338e+01
6.251e+01 2.954e+01 2.273e+01
7.197e+01 3.197e+01 -1.033e+00
8.286e+01 3.440e+01 -2.838e+01
9.541e+01 3.682e+01 -5.989e+01
1.098e+02 3.924e+01 -9.616e+01
1.265e+02 4.165e+01 -1.380e+02
1.456e+02 4.405e+01 1.739e+02
1.677e+02 4.643e+01 1.185e+02
1.931e+02 4.878e+01 5.465e+01
2.223e+02 5.111e+01 -1.885e+01
2.559e+02 5.343e+01 -1.036e+02
2.947e+02 5.568e+01 1.582e+02
3.393e+02 5.776e+01 4.445e+01
3.907e+02 5.945e+01 -8.672e+01
4.498e+02 6.056e+01 1.240e+02
5.180e+02 6.130e+01 -4.326e+01
5.964e+02 6.211e+01 1.266e+02
6.866e+02 6.233e+01 -9.148e+01
7.906e+02 6.151e+01 3.235e+01
9.103e+02 6.613e+01 1.276e+02
1.048e+03 6.950e+01 1.465e+02
1.207e+03 7.213e+01 1.229e+02
1.390e+03 7.390e+01 2.866e+01
1.600e+03 7.462e+01 -1.235e+02
1.842e+03 7.436e+01 2.634e+00
2.121e+03 7.235e+01 4.735e+01
2.442e+03 6.965e+01 1.142e+01
2.812e+03 6.855e+01 -1.346e+02
3.237e+03 6.921e+01 -5.371e+01
3.728e+03 7.056e+01 -1.290e+02
4.292e+03 6.587e+01 -1.308e+01
4.942e+03 6.387e+01 -1.368e+02
5.690e+03 6.171e+01 -6.112e+01
6.551e+03 5.896e+01 7.501e+01
7.543e+03 5.567e+01 -9.509e+01
8.685e+03 5.470e+01 7.522e+01
1.000e+04 4.666e+01 -1.656e+02
