# frequency  SPL  phase
1.000e+01 -2.344e+00 1.545e+02
1.151e+01 9.872e-02 1.506e+02
1.326e+01 2.557e+00 1.462e+02
1.526e+01 4.997e+00 1.411e+02
1.758e+01 7.455e+00 1.351e+02
2.024e+01 9.901e+00 1.283e+02
2.330e+01 1.235e+01 1.205e+02
2.683e+01 1.479e+01 1.115e+02
3.089e+01 1.724e+01 1.012e+02
3.556e+01 1.968e+01 8.928e+01
4.095e+01 2.213e+01 7.555e+01
4.715e+01 2.458e+01 5.976e+01
5.429e+01 2.702e+01 4.158e+01
6.251e+01 2.947e+01 2.066e+01
7.197e+01 3.192e+01 -3.408e+00
8.286e+01 3.437e+01 -3.110e+01
9.541e+01 3.683e+01 -6.302e+01
1.098e+02 3.929e+01 -9.975e+01
1.265e+02 4.177e+01 -1.421e+02
1.456e+02 4.425e+01 1.691e+02
1.677e+02 4.674e+01 1.128e+02
1.931e+02 4.924e+01 4.782e+01
2.223e+02 5.176e+01 -2.711e+01
2.559e+02 5.427e+01 -1.137e+02
2.947e+02 5.674e+01 1.461e+02
3.393e+02 5.907e+01 3.078e+01
3.907e+02 6.134e+01 -1.009e+02
4.498e+02 6.384e+01 1.075e+02
5.180e+02 6.632e+01 -7.037e+01
5.964e+02 6.815e+01 8.381e+01
6.866e+02 6.938e+01 -1.502e+02
7.906e+02 7.077e+01 -5.592e+01
9.103e+02 7.175e+01 -9.956e+00
1.048e+03 7.061e+01 1.207e+00
1.207e+03 7.025e+01 -4.577e+01
1.390e+03 6.756e+01 -1.281e+02
1.600e+03 6.506e+01 8.141e+01
1.842e+03 6.406e+01 -1.360e+02
2.121e+03 6.644e+01 -7.506e+01
2.442e+03 6.867e+01 -1.479e+02
2.812e+03 6.997e+01 8.450e+00
3.237e+03 7.172e+01 3.173e+01
3.728e+03 6.946e+01 -9.983e+01
4.292e+03 5.975e+01 -2.140e+00
4.942e+03 6.861e+01 -1.111e+02
5.690e+03 6.766e+01 -1.500e+02
6.551e+03 5.975e+01 -1.760e+02
7.543e+03 6.080e+01 6.652e+01
8.685e+03 5.557e+01 1.412e+02
1.000e+04 5.190e+01 1.051e+02
