# frequency  SPL  phase
1.000e+01 -3.285e-01 1.596e+02
1.151e+01 2.114e+00 1.565e+02
1.326e+01 4.572e+00 1.530e+02
1.526e+01 7.011e+00 1.489e+02
1.758e+01 9.469e+00 1.442e+02
2.024e+01 1.192e+01 1.387e+02
2.330e+01 1.436e+01 1.325e+02
2.683e+01 1.681e+01 1.253e+02
3.089e+01 1.925e+01 1.171e+02
3.556e+01 2.170e+01 1.076e+02
4.095e+01 2.415e+01 9.670e+01
4.715e+01 2.661e+01 8.416e+01
5.429e+01 2.907e+01 6.973e+01
6.251e+01 3.153e+01 5.312e+01
7.197e+01 3.402e+01 3.400e+01
8.286e+01 3.652e+01 1.194e+01
9.541e+01 3.905e+01 -1.359e+01
1.098e+02 4.160e+01 -4.315e+01
1.265e+02 4.416e+01 -7.746e+01
1.456e+02 4.671e+01 -1.171e+02
1.677e+02 4.922e+01 -1.628e+02
1.931e+02 5.172e+01 1.449e+02
2.223e+02 5.431e+01 8.509e+01
2.559e+02 5.707e+01 1.554e+01
2.947e+02 5.981e+01 -6.656e+01
3.393e+02 6.217e+01 -1.613e+02
3.907e+02 6.445e+01 9.278e+01
4.498e+02 6.715e+01 -3.028e+01
5.180e+02 6.938e+01 -1.729e+02
5.964e+02 7.196e+01 2.642e+01
6.866e+02 7.469e+01 -1.627e+02
7.906e+02 7.735e+01 -2.039e+01
9.103e+02 7.978e+01 8.629e+01
1.048e+03 8.190e+01 1.554e+02
1.207e+03 8.344e+01 1.797e+02
1.390e+03 8.385e+01 1.548e+02
1.600e+03 8.366e+01 8.366e+01
1.842e+03 8.493e+01 -4.953e+01
2.121e+03 8.564e+01 9.347e+01
2.442e+03 8.516e+01 1.583e+02
2.812e+03 8.611e+01 1.267e+02
3.237e+03 8.539e+01 -2.355e+01
3.728e+03 8.534e+01 6.165e+01
4.292e+03 8.453e+01 -1.137e+00
4.942e+03 8.390e+01 1.213e+02
5.690e+03 8.215e+01 4.931e+01
6.551e+03 8.039e+01 1.141e+02
7.543e+03 7.780e+01 -9.062e+01
8.685e+03 7.459e+01 1.336e+02
1.000e+04 7.069e+01 8.677e+00
