# frequency  SPL  phase
1.000e+01 -3.226e+00 1.550e+02
1.151e+01 -7.832e-01 1.512e+02
1.326e+01 1.675e+00 1.468e+02
1.526e+01 4.116e+00 1.418e+02
1.758e+01 6.574e+00 1.360e+02
2.024e+01 9.021e+00 1.293e+02
2.330e+01 1.147e+01 1.217e+02
2.683e+01 1.392e+01 1.128e+02
3.089e+01 1.636e+01 1.027e+02
3.556e+01 1.881e+01 9.098e+01
4.095e+01 2.126e+01 7.749e+01
4.715e+01 2.371e+01 6.198e+01
5.429e+01 2.615e+01 4.411e+01
6.251e+01 2.860e+01 2.353e+01
7.197e+01 3.105e+01 -1.467e-01
8.286e+01 3.349e+01 -2.741e+01
9.541e+01 3.594e+01 -5.884e+01
1.098e+02 3.839e+01 -9.503e+01
1.265e+02 4.083e+01 -1.368e+02
1.456e+02 4.327e+01 1.752e+02
1.677e+02 4.570e+01 1.197e+02
1.931e+02 4.810e+01 5.586e+01
2.223e+02 5.046e+01 -1.770e+01
2.559e+02 5.275e+01 -1.022e+02
2.947e+02 5.498e+01 1.610e+02
3.393e+02 5.723e+01 5.019e+01
3.907e+02 5.961e+01 -7.758e+01
4.498e+02 6.199e+01 1.341e+02
5.180e+02 6.415e+01 -3.788e+01
5.964e+02 6.594e+01 1.255e+02
6.866e+02 6.786e+01 -9.973e+01
7.906e+02 6.964e+01 -1.466e+00
9.103e+02 7.063e+01 5.494e+01
1.048e+03 7.005e+01 6.973e+01
1.207e+03 6.887e+01 4.747e+01
1.390e+03 6.942e+01 -2.671e+01
1.600e+03 7.055e+01 -1.783e+02
1.842e+03 6.983e+01 -4.712e+01
2.121e+03 6.786e+01 7.825e+00
2.442e+03 6.994e+01 -3.479e+01
2.812e+03 6.620e+01 1.302e+02
3.237e+03 6.351e+01 -1.091e+02
3.728e+03 6.551e+01 7.179e+01
4.292e+03 6.791e+01 -1.378e+02
4.942e+03 6.721e+01 1.440e+02
5.690e+03 6.081e+01 1.767e+02
6.551e+03 6.442e+01 -9.734e+01
7.543e+03 5.950e+01 6.947e+01
8.685e+03 5.329e+01 -1.102e+02
1.000e+04 4.442e+01 4.281e+01
