# frequency  SPL  phase
1.000e+01 -3.319e+00 1.547e+02
1.151e+01 -8.761e-01 1.509e+02
1.326e+01 1.582e+00 1.465e+02
1.526e+01 4.022e+00 1.414e+02
1.758e+01 6.479e+00 1.355e+02
2.024e+01 8.925e+00 1.288e+02
2.330e+01 1.137e+01 1.211e+02
2.683e+01 1.382e+01 1.122e+02
3.089e+01 1.626e+01 1.019e+02
3.556e+01 1.870e+01 9.013e+01
4.095e+01 2.115e+01 7.653e+01
4.715e+01 2.360e+01 6.089e+01
5.429e+01 2.604e+01 4.289e+01
6.251e+01 2.849e+01 2.218e+01
7.197e+01 3.093e+01 -1.633e+00
8.286e+01 3.338e+01 -2.904e+01
9.541e+01 3.584e+01 -6.062e+01
1.098e+02 3.830e+01 -9.698e+01
1.265e+02 4.078e+01 -1.389e+02
1.456e+02 4.327e+01 1.727e+02
1.677e+02 4.576e+01 1.169e+02
1.931e+02 4.826e+01 5.250e+01
2.223e+02 5.074e+01 -2.182e+01
2.559e+02 5.318e+01 -1.075e+02
2.947e+02 5.555e+01 1.538e+02
3.393e+02 5.786e+01 4.112e+01
3.907e+02 6.038e+01 -8.789e+01
4.498e+02 6.317e+01 1.207e+02
5.180e+02 6.537e+01 -5.667e+01
5.964e+02 6.697e+01 1.039e+02
6.866e+02 6.924e+01 -1.242e+02
7.906e+02 7.110e+01 -3.345e+01
9.103e+02 7.170e+01 2.373e+01
1.048e+03 7.319e+01 3.166e+01
1.207e+03 7.296e+01 -5.777e+00
1.390e+03 7.265e+01 -1.082e+02
1.600e+03 7.207e+01 8.662e+01
1.842e+03 7.042e+01 -1.549e+02
2.121e+03 6.743e+01 -1.277e+02
2.442e+03 6.039e+01 1.614e+02
2.812e+03 5.239e+01 1.084e+02
3.237e+03 6.082e+01 1.316e+02
3.728e+03 6.722e+01 2.486e+01
4.292e+03 6.981e+01 8.594e+01
4.942e+03 6.857e+01 -7.526e+01
5.690e+03 6.116e+01 -1.033e+02
6.551e+03 5.444e+01 5.351e+01
7.543e+03 6.099e+01 -1.773e+02
8.685e+03 5.782e+01 -9.085e+01
1.000e+04 4.810e+01 4.126e-01
