# frequency  SPL  phase
1.000e+01 -1.518e+00 1.593e+02
1.151e+01 9.240e-01 1.562e+02
1.326e+01 3.382e+00 1.526e+02
1.526e+01 5.821e+00 1.484e+02
1.758e+01 8.278e+00 1.436e+02
2.024e+01 1.072e+01 1.381e+02
2.330e+01 1.317e+01 1.318e+02
2.683e+01 1.562e+01 1.245e+02
3.089e+01 1.806e+01 1.162e+02
3.556e+01 2.051e+01 1.065e+02
4.095e+01 2.296e+01 9.546e+01
4.715e+01 2.541e+01 8.272e+01
5.429e+01 2.786e+01 6.808e+01
6.251e+01 3.033e+01 5.122e+01
7.197e+01 3.280e+01 3.182e+01
8.286e+01 3.530e+01 9.440e+00
9.541e+01 3.782e+01 -1.645e+01
1.098e+02 4.035e+01 -4.641e+01
1.265e+02 4.290e+01 -8.116e+01
1.456e+02 4.542e+01 -1.213e+02
1.677e+02 4.791e+01 -1.675e+02
1.931e+02 5.038e+01 1.397e+02
2.223e+02 5.295e+01 7.926e+01
2.559e+02 5.569e+01 9.051e+00
2.947e+02 5.844e+01 -7.387e+01
3.393e+02 6.079e+01 -1.697e+02
3.907e+02 6.308e+01 8.322e+01
4.498e+02 6.580e+01 -4.174e+01
5.180e+02 6.790e+01 1.733e+02
5.964e+02 7.035e+01 1.074e+01
6.866e+02 7.283e+01 1.796e+02
7.906e+02 7.535e+01 -4.006e+01
9.103e+02 7.745e+01 6.409e+01
1.048e+03 7.903e+01 1.320e+02
1.207e+03 8.026e+01 1.593e+02
1.390e+03 8.147e+01 1.371e+02
1.600e+03 8.230e+01 5.755e+01
1.842e+03 8.276e+01 -8.474e+01
2.121e+03 8.319e+01 6.007e+01
2.442e+03 8.343e+01 1.182e+02
2.812e+03 8.372e+01 7.800e+01
3.237e+03 8.363e+01 -7.423e+01
3.728e+03 8.383e+01 2.289e+00
4.292e+03 8.333e+01 -7.262e+01
4.942e+03 8.269e+01 3.887e+01
5.690e+03 8.190e+01 -4.760e+01
6.551e+03 8.072e+01 -5.419e+00
7.543e+03 7.914e+01 1.304e+02
8.685e+03 7.644e+01 -3.924e+01
1.000e+04 7.247e+01 1.595e+02
