# frequency  SPL  phase
1.000e+01 -6.949e-01 1.611e+02
1.151e+01 1.748e+00 1.582e+02
1.326e+01 4.206e+00 1.549e+02
1.526e+01 6.647e+00 1.512e+02
1.758e+01 9.105e+00 1.468e+02
2.024e+01 1.155e+01 1.418e+02
2.330e+01 1.400e+01 1.360e+02
2.683e+01 1.645e+01 1.294e+02
3.089e+01 1.890e+01 1.217e+02
3.556e+01 2.135e+01 1.130e+02
4.095e+01 2.380e+01 1.029e+02
4.715e+01 2.626e+01 9.130e+01
5.429e+01 2.873e+01 7.800e+01
6.251e+01 3.122e+01 6.272e+01
7.197e+01 3.372e+01 4.517e+01
8.286e+01 3.627e+01 2.497e+01
9.541e+01 3.887e+01 1.627e+00
1.098e+02 4.155e+01 -2.543e+01
1.265e+02 4.431e+01 -5.700e+01
1.456e+02 4.716e+01 -9.397e+01
1.677e+02 5.006e+01 -1.374e+02
1.931e+02 5.295e+01 1.716e+02
2.223e+02 5.575e+01 1.124e+02
2.559e+02 5.842e+01 4.434e+01
2.947e+02 6.105e+01 -3.293e+01
3.393e+02 6.385e+01 -1.210e+02
3.907e+02 6.695e+01 1.366e+02
4.498e+02 7.016e+01 1.602e+01
5.180e+02 7.316e+01 -1.249e+02
5.964e+02 7.583e+01 7.192e+01
6.866e+02 7.802e+01 -1.154e+02
7.906e+02 7.982e+01 3.089e+01
9.103e+02 8.115e+01 1.470e+02
1.048e+03 8.236e+01 -1.304e+02
1.207e+03 8.307e+01 -8.694e+01
1.390e+03 8.423e+01 -8.798e+01
1.600e+03 8.504e+01 -1.450e+02
1.842e+03 8.565e+01 9.825e+01
2.121e+03 8.607e+01 -8.993e+01
2.442e+03 8.642e+01 -7.462e-02
2.812e+03 8.631e+01 -3.086e+00
3.237e+03 8.601e+01 -1.137e+02
3.728e+03 8.484e+01 1.449e+01
4.292e+03 8.515e+01 1.041e+00
4.942e+03 8.470e+01 -1.793e+02
5.690e+03 8.357e+01 1.717e+02
6.551e+03 8.369e+01 -4.910e+01
7.543e+03 8.221e+01 -1.691e+02
8.685e+03 8.144e+01 1.429e+02
1.000e+04 8.055e+01 1.205e+02
