# frequency  SPL  phase
1.000e+01 -3.414e+00 1.544e+02
1.151e+01 -9.715e-01 1.506e+02
1.326e+01 1.487e+00 1.461e+02
1.526e+01 3.927e+00 1.410e+02
1.758e+01 6.384e+00 1.351e+02
2.024e+01 8.831e+00 1.283e+02
2.330e+01 1.128e+01 1.204e+02
2.683e+01 1.372e+01 1.114e+02
3.089e+01 1.617e+01 1.011e+02
3.556e+01 1.861e+01 8.912e+01
4.095e+01 2.106e+01 7.536e+01
4.715e+01 2.351e+01 5.953e+01
5.429e+01 2.595e+01 4.130e+01
6.251e+01 2.840e+01 2.032e+01
7.197e+01 3.084e+01 -3.816e+00
8.286e+01 3.328e+01 -3.160e+01
9.541e+01 3.573e+01 -6.362e+01
1.098e+02 3.817e+01 -1.005e+02
1.265e+02 4.062e+01 -1.430e+02
1.456e+02 4.306e+01 1.681e+02
1.677e+02 4.550e+01 1.117e+02
1.931e+02 4.793e+01 4.670e+01
2.223e+02 5.037e+01 -2.811e+01
2.559e+02 5.282e+01 -1.144e+02
2.947e+02 5.529e+01 1.456e+02
3.393e+02 5.768e+01 2.963e+01
3.907e+02 5.983e+01 -1.047e+02
4.498e+02 6.158e+01 1.010e+02
5.180e+02 6.303e+01 -7.450e+01
5.964e+02 6.447e+01 8.407e+01
6.866e+02 6.549e+01 -1.505e+02
7.906e+02 6.480e+01 -6.258e+01
9.103e+02 6.106e+01 8.426e+00
1.048e+03 6.171e+01 4.640e+01
1.207e+03 6.197e+01 4.709e+01
1.390e+03 6.710e+01 -4.762e+01
1.600e+03 6.778e+01 1.520e+02
1.842e+03 6.632e+01 -9.695e+01
2.121e+03 6.210e+01 -5.434e+01
2.442e+03 6.200e+01 -6.227e+01
2.812e+03 6.779e+01 1.226e+02
3.237e+03 6.522e+01 1.757e+02
3.728e+03 6.695e+01 2.776e+01
4.292e+03 6.554e+01 1.472e+02
4.942e+03 6.229e+01 -2.802e+01
5.690e+03 5.891e+01 -2.892e+01
6.551e+03 5.949e+01 9.963e+01
7.543e+03 5.859e+01 1.140e+02
8.685e+03 4.624e+01 2.839e+01
1.000e+04 5.104e+01 1.162e+02
