# frequency  SPL  phase
1.000e+01 4.194e+01 1.255e+02
1.151e+01 4.224e+01 1.235e+02
1.326e+01 4.152e+01 1.312e+02
1.526e+01 4.209e+01 1.663e+02
1.758e+01 4.936e+01 -1.643e+02
2.024e+01 5.732e+01 -1.663e+02
2.330e+01 6.438e+01 1.768e+02
2.683e+01 7.058e+01 1.473e+02
3.089e+01 7.495e+01 1.059e+02
3.556e+01 7.666e+01 6.336e+01
4.095e+01 7.699e+01 2.865e+01
4.715e+01 7.708e+01 -3.743e-01
5.429e+01 7.721e+01 -2.721e+01
6.251e+01 7.740e+01 -5.385e+01
7.197e+01 7.761e+01 -8.140e+01
8.286e+01 7.783e+01 -1.106e+02
9.541e+01 7.805e+01 -1.422e+02
1.098e+02 7.828e+01 -1.767e+02
1.265e+02 7.853e+01 1.451e+02
1.456e+02 7.883e+01 1.024e+02
1.677e+02 7.919e+01 5.410e+01
1.931e+02 7.960e+01 -1.017e+00
2.223e+02 8.004e+01 -6.425e+01
2.559e+02 8.047e+01 -1.369e+02
2.947e+02 8.087e+01 1.397e+02
3.393e+02 8.124e+01 4.378e+01
3.907e+02 8.152e+01 -6.720e+01
4.498e+02 8.145e+01 1.649e+02
5.180e+02 8.087e+01 2.007e+01
5.964e+02 8.026e+01 -1.409e+02
6.866e+02 8.048e+01 3.362e+01
7.906e+02 8.052e+01 1.754e+02
9.103e+02 8.002e+01 -7.680e+01
1.048e+03 7.872e+01 -2.555e+00
1.207e+03 7.780e+01 3.178e+01
1.390e+03 7.666e+01 1.593e+01
1.600e+03 7.563e+01 -5.595e+01
1.842e+03 7.398e+01 1.622e+02
2.121e+03 7.153e+01 -5.413e+01
2.442e+03 6.658e+01 -1.165e+00
2.812e+03 5.633e+01 -4.723e+01
3.237e+03 5.375e+01 -1.430e+01
3.728e+03 6.112e+01 4.610e+01
4.292e+03 6.096e+01 -4.060e+01
4.942e+03 5.448e+01 6.092e+01
5.690e+03 4.328e+01 1.408e+02
6.551e+03 5.354e+01 1.646e+02
7.543e+03 4.495e+01 -8.756e+01
8.685e+03 4.508e+01 -9.135e+01
1.000e+04 3.884e+01 6.588e+01
