# frequency  SPL  phase
1.000e+01 5.010e+01 1.269e+02
1.151e+01 5.165e+01 1.213e+02
1.326e+01 5.292e+01 1.166e+02
1.526e+01 5.384e+01 1.146e+02
1.758e+01 5.468e+01 1.197e+02
2.024e+01 5.703e+01 1.352e+02
2.330e+01 6.262e+01 1.443e+02
2.683e+01 6.921e+01 1.308e+02
3.089e+01 7.415e+01 9.827e+01
3.556e+01 7.632e+01 6.149e+01
4.095e+01 7.701e+01 3.105e+01
4.715e+01 7.736e+01 5.622e+00
5.429e+01 7.771e+01 -1.788e+01
6.251e+01 7.810e+01 -4.124e+01
7.197e+01 7.851e+01 -6.546e+01
8.286e+01 7.895e+01 -9.125e+01
9.541e+01 7.941e+01 -1.193e+02
1.098e+02 7.993e+01 -1.503e+02
1.265e+02 8.050e+01 1.750e+02
1.456e+02 8.112e+01 1.355e+02
1.677e+02 8.175e+01 9.017e+01
1.931e+02 8.231e+01 3.819e+01
2.223e+02 8.273e+01 -2.112e+01
2.559e+02 8.301e+01 -8.804e+01
2.947e+02 8.326e+01 -1.630e+02
3.393e+02 8.374e+01 1.123e+02
3.907e+02 8.461e+01 1.403e+01
4.498e+02 8.559e+01 -1.020e+02
5.180e+02 8.626e+01 1.225e+02
5.964e+02 8.645e+01 -3.228e+01
6.866e+02 8.662e+01 1.530e+02
7.906e+02 8.706e+01 -4.855e+01
9.103e+02 8.734e+01 7.764e+01
1.048e+03 8.716e+01 1.699e+02
1.207e+03 8.703e+01 -1.371e+02
1.390e+03 8.625e+01 -1.299e+02
1.600e+03 8.565e+01 -1.716e+02
1.842e+03 8.500e+01 8.623e+01
2.121e+03 8.432e+01 -8.436e+01
2.442e+03 8.398e+01 2.600e+01
2.812e+03 8.358e+01 4.174e+01
3.237e+03 8.297e+01 -4.934e+01
3.728e+03 8.218e+01 9.794e+01
4.292e+03 8.115e+01 1.038e+02
4.942e+03 7.982e+01 -5.211e+01
5.690e+03 7.821e+01 -3.495e+01
6.551e+03 7.616e+01 1.269e+02
7.543e+03 7.357e+01 4.346e+01
8.685e+03 7.020e+01 3.423e+01
1.000e+04 6.594e+01 5.838e+01
