# frequency  SPL  phase
1.000e+01 4.954e+01 -5.122e+01
1.151e+01 5.264e+01 -6.074e+01
1.326e+01 5.590e+01 -7.222e+01
1.526e+01 5.930e+01 -8.592e+01
1.758e+01 6.293e+01 -1.027e+02
2.024e+01 6.681e+01 -1.234e+02
2.330e+01 7.094e+01 -1.501e+02
2.683e+01 7.499e+01 1.733e+02
3.089e+01 7.774e+01 1.257e+02
3.556e+01 7.821e+01 7.740e+01
4.095e+01 7.759e+01 3.679e+01
4.715e+01 7.695e+01 1.690e+00
5.429e+01 7.652e+01 -3.151e+01
6.251e+01 7.629e+01 -6.487e+01
7.197e+01 7.619e+01 -9.963e+01
8.286e+01 7.617e+01 -1.367e+02
9.541e+01 7.620e+01 -1.768e+02
1.098e+02 7.627e+01 1.393e+02
1.265e+02 7.635e+01 9.071e+01
1.456e+02 7.644e+01 3.664e+01
1.677e+02 7.653e+01 -2.398e+01
1.931e+02 7.660e+01 -9.225e+01
2.223e+02 7.666e+01 -1.693e+02
2.559e+02 7.671e+01 1.034e+02
2.947e+02 7.679e+01 4.243e+00
3.393e+02 7.693e+01 -1.092e+02
3.907e+02 7.705e+01 1.199e+02
4.498e+02 7.684e+01 -3.151e+01
5.180e+02 7.611e+01 1.558e+02
5.964e+02 7.518e+01 -4.013e+01
6.866e+02 7.432e+01 9.366e+01
7.906e+02 7.295e+01 -1.702e+02
9.103e+02 7.017e+01 -1.114e+02
1.048e+03 6.707e+01 -8.596e+01
1.207e+03 6.357e+01 -1.165e+02
1.390e+03 5.618e+01 -1.761e+02
1.600e+03 5.750e+01 4.523e+01
1.842e+03 5.168e+01 1.723e+02
2.121e+03 5.022e+01 -8.835e+01
2.442e+03 3.746e+01 1.682e+02
2.812e+03 1.354e+01 -1.360e+02
3.237e+03 3.924e+01 -1.049e+02
3.728e+03 4.652e+01 -1.121e+02
4.292e+03 4.737e+01 -5.218e+01
4.942e+03 3.819e+01 -1.733e+02
5.690e+03 3.448e+01 -1.264e+02
6.551e+03 3.099e+01 -6.317e+01
7.543e+03 2.461e+01 5.190e+01
8.685e+03 3.206e+01 -1.667e+02
1.000e+04 1.253e+01 1.746e+02
