# frequency  SPL  phase
1.000e+01 4.681e+01 1.266e+02
1.151e+01 4.790e+01 1.222e+02
1.326e+01 4.845e+01 1.207e+02
1.526e+01 4.844e+01 1.281e+02
1.758e+01 5.002e+01 1.544e+02
2.024e+01 5.638e+01 1.748e+02
2.330e+01 6.386e+01 1.694e+02
2.683e+01 7.052e+01 1.455e+02
3.089e+01 7.521e+01 1.075e+02
3.556e+01 7.714e+01 6.761e+01
4.095e+01 7.763e+01 3.516e+01
4.715e+01 7.784e+01 8.295e+00
5.429e+01 7.808e+01 -1.632e+01
6.251e+01 7.835e+01 -4.058e+01
7.197e+01 7.866e+01 -6.554e+01
8.286e+01 7.899e+01 -9.193e+01
9.541e+01 7.934e+01 -1.204e+02
1.098e+02 7.974e+01 -1.515e+02
1.265e+02 8.020e+01 1.738e+02
1.456e+02 8.074e+01 1.346e+02
1.677e+02 8.135e+01 8.974e+01
1.931e+02 8.197e+01 3.789e+01
2.223e+02 8.248e+01 -2.198e+01
2.559e+02 8.278e+01 -9.057e+01
2.947e+02 8.282e+01 -1.681e+02
3.393e+02 8.270e+01 1.056e+02
3.907e+02 8.292e+01 9.066e+00
4.498e+02 8.377e+01 -1.049e+02
5.180e+02 8.428e+01 1.179e+02
5.964e+02 8.369e+01 -3.970e+01
6.866e+02 8.255e+01 1.446e+02
7.906e+02 8.151e+01 -5.783e+01
9.103e+02 7.905e+01 6.382e+01
1.048e+03 7.212e+01 1.528e+02
1.207e+03 6.366e+01 -1.074e+01
1.390e+03 7.453e+01 7.551e+00
1.600e+03 7.890e+01 -2.595e+01
1.842e+03 8.151e+01 -1.288e+02
2.121e+03 8.252e+01 5.765e+01
2.442e+03 8.217e+01 1.632e+02
2.812e+03 7.956e+01 1.784e+02
3.237e+03 7.282e+01 9.681e+01
3.728e+03 6.744e+01 -1.843e+01
4.292e+03 7.234e+01 1.376e+01
4.942e+03 6.972e+01 -1.276e+02
5.690e+03 6.378e+01 -6.324e+01
6.551e+03 5.663e+01 1.100e+02
7.543e+03 5.627e+01 -1.214e+02
8.685e+03 4.787e+01 4.239e+01
1.000e+04 5.301e+01 8.475e+01
