# frequency  SPL  phase
1.000e+01 4.803e+01 1.262e+02
1.151e+01 4.956e+01 1.210e+02
1.326e+01 5.083e+01 1.169e+02
1.526e+01 5.183e+01 1.164e+02
1.758e+01 5.307e+01 1.233e+02
2.024e+01 5.625e+01 1.370e+02
2.330e+01 6.206e+01 1.403e+02
2.683e+01 6.841e+01 1.232e+02
3.089e+01 7.312e+01 8.856e+01
3.556e+01 7.513e+01 5.009e+01
4.095e+01 7.569e+01 1.794e+01
4.715e+01 7.595e+01 -9.375e+00
5.429e+01 7.620e+01 -3.505e+01
6.251e+01 7.647e+01 -6.092e+01
7.197e+01 7.675e+01 -8.805e+01
8.286e+01 7.701e+01 -1.172e+02
9.541e+01 7.724e+01 -1.491e+02
1.098e+02 7.742e+01 1.756e+02
1.265e+02 7.753e+01 1.362e+02
1.456e+02 7.754e+01 9.200e+01
1.677e+02 7.741e+01 4.229e+01
1.931e+02 7.712e+01 -1.343e+01
2.223e+02 7.676e+01 -7.592e+01
2.559e+02 7.640e+01 -1.473e+02
2.947e+02 7.584e+01 1.293e+02
3.393e+02 7.446e+01 3.324e+01
3.907e+02 7.216e+01 -7.237e+01
4.498e+02 6.905e+01 1.684e+02
5.180e+02 6.132e+01 4.727e+01
5.964e+02 6.349e+01 -1.670e+01
6.866e+02 7.051e+01 1.715e+02
7.906e+02 7.429e+01 -3.870e+01
9.103e+02 7.626e+01 7.373e+01
1.048e+03 7.722e+01 1.470e+02
1.207e+03 7.630e+01 1.758e+02
1.390e+03 7.225e+01 1.556e+02
1.600e+03 5.940e+01 1.026e+02
1.842e+03 6.569e+01 8.858e+01
2.121e+03 6.799e+01 -1.258e+02
2.442e+03 6.074e+01 -7.026e+01
2.812e+03 3.650e+01 2.226e+01
3.237e+03 5.330e+01 5.101e+01
3.728e+03 5.068e+01 1.216e+02
4.292e+03 5.697e+01 -1.739e+02
4.942e+03 3.262e+01 -4.057e+01
5.690e+03 4.234e+01 1.420e+02
6.551e+03 4.892e+01 -3.760e+01
7.543e+03 3.621e+01 -1.272e+02
8.685e+03 4.114e+01 2.430e-01
1.000e+04 2.959e+01 -3.489e+01
