# frequency  SPL  phase
1.000e+01 5.111e+01 1.268e+02
1.151e+01 5.282e+01 1.209e+02
1.326e+01 5.433e+01 1.153e+02
1.526e+01 5.558e+01 1.113e+02
1.758e+01 5.670e+01 1.112e+02
2.024e+01 5.846e+01 1.183e+02
2.330e+01 6.251e+01 1.267e+02
2.683e+01 6.841e+01 1.183e+02
3.089e+01 7.325e+01 8.952e+01
3.556e+01 7.547e+01 5.485e+01
4.095e+01 7.622e+01 2.559e+01
4.715e+01 7.663e+01 8.144e-01
5.429e+01 7.702e+01 -2.236e+01
6.251e+01 7.744e+01 -4.564e+01
7.197e+01 7.787e+01 -6.998e+01
8.286e+01 7.832e+01 -9.611e+01
9.541e+01 7.877e+01 -1.247e+02
1.098e+02 7.923e+01 -1.565e+02
1.265e+02 7.969e+01 1.678e+02
1.456e+02 8.012e+01 1.274e+02
1.677e+02 8.049e+01 8.155e+01
1.931e+02 8.077e+01 2.954e+01
2.223e+02 8.096e+01 -2.928e+01
2.559e+02 8.115e+01 -9.614e+01
2.947e+02 8.129e+01 -1.731e+02
3.393e+02 8.121e+01 9.858e+01
3.907e+02 8.091e+01 -1.169e+00
4.498e+02 8.081e+01 -1.151e+02
5.180e+02 8.054e+01 1.100e+02
5.964e+02 7.933e+01 -4.678e+01
6.866e+02 7.650e+01 1.326e+02
7.906e+02 7.003e+01 -7.231e+01
9.103e+02 6.116e+01 -1.074e+02
1.048e+03 7.611e+01 -3.968e+01
1.207e+03 8.119e+01 7.418e+00
1.390e+03 8.359e+01 8.427e+00
1.600e+03 8.417e+01 -4.274e+01
1.842e+03 8.321e+01 -1.519e+02
2.121e+03 8.025e+01 3.144e+01
2.442e+03 7.279e+01 1.420e+02
2.812e+03 6.784e+01 -9.035e+01
3.237e+03 7.384e+01 -1.669e+02
3.728e+03 7.080e+01 -2.127e+01
4.292e+03 6.131e+01 3.543e+01
4.942e+03 5.265e+01 -1.445e+02
5.690e+03 5.924e+01 1.148e+02
6.551e+03 5.559e+01 6.707e+01
7.543e+03 5.583e+01 -1.298e+01
8.685e+03 4.358e+01 4.446e+01
1.000e+04 4.163e+01 1.135e+02
