# frequency  SPL  phase
1.000e+01 -1.066e+01 1.568e+02
1.098e+01 -9.036e+00 1.546e+02
1.205e+01 -7.421e+00 1.521e+02
1.323e+01 -5.798e+00 1.493e+02
1.453e+01 -4.170e+00 1.463e+02
1.595e+01 -2.551e+00 1.430e+02
1.751e+01 -9.301e-01 1.394e+02
1.922e+01 6.881e-01 1.355e+02
2.110e+01 2.309e+00 1.311e+02
2.317e+01 3.934e+00 1.263e+02
2.543e+01 5.550e+00 1.211e+02
2.792e+01 7.172e+00 1.153e+02
3.065e+01 8.792e+00 1.090e+02
3.365e+01 1.041e+01 1.020e+02
3.695e+01 1.204e+01 9.441e+01
4.056e+01 1.365e+01 8.605e+01
4.453e+01 1.527e+01 7.686e+01
4.889e+01 1.690e+01 6.677e+01
5.367e+01 1.851e+01 5.570e+01
5.892e+01 2.013e+01 4.355e+01
6.469e+01 2.175e+01 3.020e+01
7.102e+01 2.337e+01 1.555e+01
7.796e+01 2.499e+01 -5.006e-01
8.559e+01 2.661e+01 -1.815e+01
9.397e+01 2.822e+01 -3.753e+01
1.032e+02 2.984e+01 -5.879e+01
1.132e+02 3.146e+01 -8.212e+01
1.243e+02 3.308e+01 -1.078e+02
1.365e+02 3.470e+01 -1.359e+02
1.499e+02 3.632e+01 -1.668e+02
1.645e+02 3.794e+01 1.593e+02
1.806e+02 3.956e+01 1.220e+02
1.983e+02 4.118e+01 8.105e+01
2.177e+02 4.279e+01 3.610e+01
2.390e+02 4.440e+01 -1.325e+01
2.624e+02 4.600e+01 -6.737e+01
2.880e+02 4.761e+01 -1.267e+02
3.162e+02 4.925e+01 1.682e+02
3.472e+02 5.093e+01 9.653e+01
3.811e+02 5.264e+01 1.748e+01
4.184e+02 5.437e+01 -6.985e+01
4.594e+02 5.609e+01 -1.665e+02
5.043e+02 5.770e+01 8.622e+01
5.537e+02 5.906e+01 -3.213e+01
6.078e+02 6.013e+01 -1.618e+02
6.673e+02 6.085e+01 5.605e+01
7.326e+02 6.105e+01 -9.812e+01
8.043e+02 6.083e+01 9.643e+01
8.830e+02 6.060e+01 -7.878e+01
9.694e+02 6.140e+01 9.088e+01
1.064e+03 6.266e+01 -1.240e+02
1.168e+03 6.321e+01 -4.569e+00
1.283e+03 6.269e+01 9.508e+01
1.408e+03 6.247e+01 1.788e+02
1.546e+03 6.376e+01 -1.287e+02
1.697e+03 6.443e+01 -1.178e+02
1.863e+03 6.291e+01 -1.430e+02
2.046e+03 5.889e+01 1.653e+02
2.246e+03 5.624e+01 1.125e+02
2.465e+03 5.840e+01 1.284e+01
2.707e+03 6.277e+01 -1.667e+02
2.971e+03 6.173e+01 -5.370e+01
3.262e+03 5.732e+01 5.245e+00
3.581e+03 5.485e+01 5.972e+01
3.932e+03 5.966e+01 1.641e+01
4.317e+03 5.857e+01 -1.452e+02
4.739e+03 4.687e+01 -2.740e+01
5.203e+03 5.549e+01 1.314e+02
5.712e+03 5.807e+01 4.558e+01
6.270e+03 4.771e+01 -8.907e+01
6.884e+03 5.324e+01 3.253e+01
7.558e+03 4.501e+01 -7.593e+00
8.297e+03 4.675e+01 1.720e+02
9.109e+03 4.273e+01 -1.229e+02
1.000e+04 4.308e+01 4.788e+01
