# frequency  SPL  phase
1.000e+01 -9.510e+00 1.596e+02
1.098e+01 -7.885e+00 1.576e+02
1.205e+01 -6.270e+00 1.554e+02
1.323e+01 -4.647e+00 1.530e+02
1.453e+01 -3.018e+00 1.504e+02
1.595e+01 -1.398e+00 1.475e+02
1.751e+01 2.238e-01 1.443e+02
1.922e+01 1.843e+00 1.408e+02
2.110e+01 3.465e+00 1.370e+02
2.317e+01 5.093e+00 1.328e+02
2.543e+01 6.711e+00 1.282e+02
2.792e+01 8.336e+00 1.231e+02
3.065e+01 9.960e+00 1.176e+02
3.365e+01 1.159e+01 1.115e+02
3.695e+01 1.322e+01 1.049e+02
4.056e+01 1.485e+01 9.755e+01
4.453e+01 1.648e+01 8.954e+01
4.889e+01 1.812e+01 8.075e+01
5.367e+01 1.976e+01 7.112e+01
5.892e+01 2.141e+01 6.056e+01
6.469e+01 2.308e+01 4.897e+01
7.102e+01 2.476e+01 3.625e+01
7.796e+01 2.645e+01 2.230e+01
8.559e+01 2.817e+01 6.936e+00
9.397e+01 2.993e+01 -1.000e+01
1.032e+02 3.171e+01 -2.868e+01
1.132e+02 3.354e+01 -4.935e+01
1.243e+02 3.540e+01 -7.230e+01
1.365e+02 3.731e+01 -9.778e+01
1.499e+02 3.924e+01 -1.261e+02
1.645e+02 4.118e+01 -1.577e+02
1.806e+02 4.312e+01 1.673e+02
1.983e+02 4.502e+01 1.285e+02
2.177e+02 4.687e+01 8.584e+01
2.390e+02 4.865e+01 3.912e+01
2.624e+02 5.039e+01 -1.168e+01
2.880e+02 5.214e+01 -6.678e+01
3.162e+02 5.401e+01 -1.267e+02
3.472e+02 5.607e+01 1.673e+02
3.811e+02 5.832e+01 9.381e+01
4.184e+02 6.065e+01 1.134e+01
4.594e+02 6.289e+01 -8.087e+01
5.043e+02 6.494e+01 1.770e+02
5.537e+02 6.675e+01 6.458e+01
6.078e+02 6.829e+01 -5.813e+01
6.673e+02 6.971e+01 1.689e+02
7.326e+02 7.126e+01 2.308e+01
8.043e+02 7.263e+01 -1.390e+02
8.830e+02 7.333e+01 4.380e+01
9.694e+02 7.380e+01 -1.464e+02
1.064e+03 7.438e+01 6.073e+00
1.168e+03 7.473e+01 1.387e+02
1.283e+03 7.502e+01 -1.072e+02
1.408e+03 7.569e+01 -1.866e+01
1.546e+03 7.569e+01 4.352e+01
1.697e+03 7.591e+01 7.878e+01
1.863e+03 7.542e+01 8.185e+01
2.046e+03 7.513e+01 5.611e+01
2.246e+03 7.480e+01 -5.508e+00
2.465e+03 7.490e+01 -1.095e+02
2.707e+03 7.556e+01 9.862e+01
2.971e+03 7.521e+01 -1.021e+02
3.262e+03 7.467e+01 4.005e+00
3.581e+03 7.442e+01 5.234e+01
3.932e+03 7.455e+01 3.391e+01
4.317e+03 7.418e+01 -5.145e+01
4.739e+03 7.435e+01 1.398e+02
5.203e+03 7.466e+01 -1.125e+02
5.712e+03 7.471e+01 -1.052e+02
6.270e+03 7.435e+01 1.553e+02
6.884e+03 7.428e+01 -5.327e+01
7.558e+03 7.432e+01 -2.817e+01
8.297e+03 7.356e+01 -1.433e+02
9.109e+03 7.368e+01 -4.800e+01
1.000e+04 7.325e+01 -1.233e+02
