# frequency  SPL  phase
1.000e+01 -9.478e+00 1.597e+02
1.098e+01 -7.854e+00 1.577e+02
1.205e+01 -6.238e+00 1.555e+02
1.323e+01 -4.615e+00 1.531e+02
1.453e+01 -2.986e+00 1.505e+02
1.595e+01 -1.365e+00 1.476e+02
1.751e+01 2.567e-01 1.444e+02
1.922e+01 1.877e+00 1.410e+02
2.110e+01 3.499e+00 1.371e+02
2.317e+01 5.127e+00 1.330e+02
2.543e+01 6.747e+00 1.284e+02
2.792e+01 8.373e+00 1.233e+02
3.065e+01 9.998e+00 1.178e+02
3.365e+01 1.163e+01 1.118e+02
3.695e+01 1.326e+01 1.051e+02
4.056e+01 1.489e+01 9.783e+01
4.453e+01 1.653e+01 8.983e+01
4.889e+01 1.817e+01 8.107e+01
5.367e+01 1.982e+01 7.147e+01
5.892e+01 2.147e+01 6.093e+01
6.469e+01 2.314e+01 4.935e+01
7.102e+01 2.483e+01 3.665e+01
7.796e+01 2.653e+01 2.271e+01
8.559e+01 2.826e+01 7.342e+00
9.397e+01 3.002e+01 -9.613e+00
1.032e+02 3.182e+01 -2.833e+01
1.132e+02 3.365e+01 -4.906e+01
1.243e+02 3.552e+01 -7.209e+01
1.365e+02 3.742e+01 -9.765e+01
1.499e+02 3.934e+01 -1.261e+02
1.645e+02 4.127e+01 -1.577e+02
1.806e+02 4.318e+01 1.672e+02
1.983e+02 4.505e+01 1.286e+02
2.177e+02 4.687e+01 8.607e+01
2.390e+02 4.863e+01 3.970e+01
2.624e+02 5.038e+01 -1.065e+01
2.880e+02 5.218e+01 -6.530e+01
3.162e+02 5.414e+01 -1.251e+02
3.472e+02 5.629e+01 1.688e+02
3.811e+02 5.857e+01 9.482e+01
4.184e+02 6.088e+01 1.210e+01
4.594e+02 6.310e+01 -8.000e+01
5.043e+02 6.518e+01 1.779e+02
5.537e+02 6.699e+01 6.558e+01
6.078e+02 6.855e+01 -5.664e+01
6.673e+02 7.014e+01 1.708e+02
7.326e+02 7.188e+01 2.399e+01
8.043e+02 7.321e+01 -1.393e+02
8.830e+02 7.394e+01 4.362e+01
9.694e+02 7.456e+01 -1.480e+02
1.064e+03 7.500e+01 2.640e+00
1.168e+03 7.512e+01 1.351e+02
1.283e+03 7.547e+01 -1.114e+02
1.408e+03 7.564e+01 -2.355e+01
1.546e+03 7.590e+01 4.138e+01
1.697e+03 7.604e+01 7.348e+01
1.863e+03 7.563e+01 7.747e+01
2.046e+03 7.469e+01 4.724e+01
2.246e+03 7.362e+01 -1.408e+01
2.465e+03 7.373e+01 -1.095e+02
2.707e+03 7.438e+01 1.063e+02
2.971e+03 7.488e+01 -9.384e+01
3.262e+03 7.481e+01 1.149e+01
3.581e+03 7.490e+01 6.240e+01
3.932e+03 7.559e+01 3.833e+01
4.317e+03 7.574e+01 -5.414e+01
4.739e+03 7.466e+01 1.362e+02
5.203e+03 7.445e+01 -1.174e+02
5.712e+03 7.428e+01 -1.121e+02
6.270e+03 7.459e+01 1.577e+02
6.884e+03 7.565e+01 -5.041e+01
7.558e+03 7.492e+01 -2.706e+01
8.297e+03 7.460e+01 -1.436e+02
9.109e+03 7.437e+01 -4.933e+01
1.000e+04 7.463e+01 -1.214e+02
