# frequency  SPL  phase
1.000e+01 -1.084e+01 1.564e+02
1.098e+01 -9.217e+00 1.540e+02
1.205e+01 -7.602e+00 1.515e+02
1.323e+01 -5.979e+00 1.487e+02
1.453e+01 -4.351e+00 1.457e+02
1.595e+01 -2.731e+00 1.423e+02
1.751e+01 -1.110e+00 1.386e+02
1.922e+01 5.080e-01 1.346e+02
2.110e+01 2.129e+00 1.301e+02
2.317e+01 3.754e+00 1.252e+02
2.543e+01 5.371e+00 1.199e+02
2.792e+01 6.993e+00 1.140e+02
3.065e+01 8.613e+00 1.076e+02
3.365e+01 1.023e+01 1.005e+02
3.695e+01 1.186e+01 9.267e+01
4.056e+01 1.348e+01 8.414e+01
4.453e+01 1.510e+01 7.477e+01
4.889e+01 1.672e+01 6.447e+01
5.367e+01 1.834e+01 5.318e+01
5.892e+01 1.996e+01 4.079e+01
6.469e+01 2.159e+01 2.717e+01
7.102e+01 2.321e+01 1.222e+01
7.796e+01 2.483e+01 -4.163e+00
8.559e+01 2.646e+01 -2.218e+01
9.397e+01 2.808e+01 -4.197e+01
1.032e+02 2.971e+01 -6.368e+01
1.132e+02 3.134e+01 -8.753e+01
1.243e+02 3.297e+01 -1.138e+02
1.365e+02 3.460e+01 -1.425e+02
1.499e+02 3.623e+01 -1.742e+02
1.645e+02 3.786e+01 1.511e+02
1.806e+02 3.949e+01 1.129e+02
1.983e+02 4.112e+01 7.106e+01
2.177e+02 4.275e+01 2.509e+01
2.390e+02 4.440e+01 -2.539e+01
2.624e+02 4.606e+01 -8.089e+01
2.880e+02 4.775e+01 -1.420e+02
3.162e+02 4.946e+01 1.504e+02
3.472e+02 5.114e+01 7.569e+01
3.811e+02 5.275e+01 -6.973e+00
4.184e+02 5.419e+01 -9.816e+01
4.594e+02 5.540e+01 1.620e+02
5.043e+02 5.641e+01 5.352e+01
5.537e+02 5.736e+01 -6.434e+01
6.078e+02 5.830e+01 1.667e+02
6.673e+02 5.917e+01 2.497e+01
7.326e+02 5.988e+01 -1.317e+02
8.043e+02 5.994e+01 5.516e+01
8.830e+02 5.865e+01 -1.302e+02
9.694e+02 5.748e+01 4.324e+01
1.064e+03 5.912e+01 -1.632e+02
1.168e+03 6.043e+01 -4.421e+01
1.283e+03 6.063e+01 5.593e+01
1.408e+03 6.232e+01 1.319e+02
1.546e+03 6.314e+01 1.655e+02
1.697e+03 6.226e+01 1.767e+02
1.863e+03 6.209e+01 1.514e+02
2.046e+03 5.867e+01 9.281e+01
2.246e+03 5.800e+01 9.767e+00
2.465e+03 5.347e+01 -9.857e+01
2.707e+03 5.657e+01 7.797e+01
2.971e+03 5.983e+01 -1.526e+02
3.262e+03 5.961e+01 -9.638e+01
3.581e+03 5.918e+01 -1.082e+02
3.932e+03 6.100e+01 1.669e+02
4.317e+03 5.419e+01 8.394e+01
4.739e+03 5.715e+01 -1.352e+02
5.203e+03 5.935e+01 -1.641e+02
5.712e+03 4.499e+01 4.878e+01
6.270e+03 5.597e+01 7.569e+01
6.884e+03 5.218e+01 1.275e+02
7.558e+03 4.947e+01 9.590e+01
8.297e+03 5.639e+01 -1.651e+02
9.109e+03 3.646e+01 2.952e+01
1.000e+04 4.959e+01 -1.932e+00
