# frequency  SPL  phase
1.000e+01 -9.495e+00 1.596e+02
1.098e+01 -7.871e+00 1.576e+02
1.205e+01 -6.255e+00 1.555e+02
1.323e+01 -4.632e+00 1.531e+02
1.453e+01 -3.003e+00 1.504e+02
1.595e+01 -1.382e+00 1.475e+02
1.751e+01 2.398e-01 1.444e+02
1.922e+01 1.860e+00 1.409e+02
2.110e+01 3.483e+00 1.371e+02
2.317e+01 5.110e+00 1.329e+02
2.543e+01 6.730e+00 1.283e+02
2.792e+01 8.356e+00 1.232e+02
3.065e+01 9.982e+00 1.177e+02
3.365e+01 1.161e+01 1.116e+02
3.695e+01 1.324e+01 1.050e+02
4.056e+01 1.487e+01 9.766e+01
4.453e+01 1.651e+01 8.965e+01
4.889e+01 1.815e+01 8.086e+01
5.367e+01 1.980e+01 7.123e+01
5.892e+01 2.146e+01 6.067e+01
6.469e+01 2.313e+01 4.905e+01
7.102e+01 2.481e+01 3.631e+01
7.796e+01 2.652e+01 2.230e+01
8.559e+01 2.825e+01 6.865e+00
9.397e+01 3.000e+01 -1.018e+01
1.032e+02 3.179e+01 -2.899e+01
1.132e+02 3.361e+01 -4.983e+01
1.243e+02 3.546e+01 -7.297e+01
1.365e+02 3.734e+01 -9.863e+01
1.499e+02 3.923e+01 -1.271e+02
1.645e+02 4.111e+01 -1.588e+02
1.806e+02 4.298e+01 1.663e+02
1.983e+02 4.480e+01 1.278e+02
2.177e+02 4.659e+01 8.572e+01
2.390e+02 4.836e+01 3.981e+01
2.624e+02 5.014e+01 -1.015e+01
2.880e+02 5.202e+01 -6.472e+01
3.162e+02 5.403e+01 -1.249e+02
3.472e+02 5.614e+01 1.684e+02
3.811e+02 5.829e+01 9.420e+01
4.184e+02 6.045e+01 1.224e+01
4.594e+02 6.268e+01 -7.854e+01
5.043e+02 6.486e+01 -1.798e+02
5.537e+02 6.679e+01 6.827e+01
6.078e+02 6.850e+01 -5.381e+01
6.673e+02 7.018e+01 1.729e+02
7.326e+02 7.181e+01 2.591e+01
8.043e+02 7.321e+01 -1.354e+02
8.830e+02 7.446e+01 4.692e+01
9.694e+02 7.506e+01 -1.477e+02
1.064e+03 7.537e+01 2.785e+00
1.168e+03 7.574e+01 1.340e+02
1.283e+03 7.556e+01 -1.163e+02
1.408e+03 7.549e+01 -2.577e+01
1.546e+03 7.521e+01 3.829e+01
1.697e+03 7.542e+01 7.650e+01
1.863e+03 7.519e+01 8.236e+01
2.046e+03 7.522e+01 5.320e+01
2.246e+03 7.492e+01 -1.285e+01
2.465e+03 7.404e+01 -1.140e+02
2.707e+03 7.344e+01 9.942e+01
2.971e+03 7.382e+01 -9.120e+01
3.262e+03 7.486e+01 1.666e+01
3.581e+03 7.585e+01 5.998e+01
3.932e+03 7.509e+01 3.859e+01
4.317e+03 7.474e+01 -4.860e+01
4.739e+03 7.550e+01 1.409e+02
5.203e+03 7.535e+01 -1.222e+02
5.712e+03 7.367e+01 -1.075e+02
6.270e+03 7.444e+01 1.596e+02
6.884e+03 7.427e+01 -5.183e+01
7.558e+03 7.439e+01 -2.553e+01
8.297e+03 7.429e+01 -1.457e+02
9.109e+03 7.367e+01 -4.814e+01
1.000e+04 7.382e+01 -1.203e+02
