# frequency  SPL  phase
1.000e+01 -9.913e+00 1.587e+02
1.098e+01 -8.290e+00 1.566e+02
1.205e+01 -6.675e+00 1.543e+02
1.323e+01 -5.054e+00 1.518e+02
1.453e+01 -3.427e+00 1.490e+02
1.595e+01 -1.809e+00 1.460e+02
1.751e+01 -1.899e-01 1.427e+02
1.922e+01 1.426e+00 1.391e+02
2.110e+01 3.044e+00 1.351e+02
2.317e+01 4.667e+00 1.307e+02
2.543e+01 6.279e+00 1.259e+02
2.792e+01 7.897e+00 1.206e+02
3.065e+01 9.512e+00 1.148e+02
3.365e+01 1.113e+01 1.084e+02
3.695e+01 1.275e+01 1.014e+02
4.056e+01 1.436e+01 9.381e+01
4.453e+01 1.597e+01 8.544e+01
4.889e+01 1.758e+01 7.625e+01
5.367e+01 1.920e+01 6.620e+01
5.892e+01 2.081e+01 5.518e+01
6.469e+01 2.243e+01 4.310e+01
7.102e+01 2.404e+01 2.988e+01
7.796e+01 2.567e+01 1.542e+01
8.559e+01 2.730e+01 -4.446e-01
9.397e+01 2.895e+01 -1.784e+01
1.032e+02 3.062e+01 -3.691e+01
1.132e+02 3.231e+01 -5.785e+01
1.243e+02 3.403e+01 -8.091e+01
1.365e+02 3.579e+01 -1.063e+02
1.499e+02 3.759e+01 -1.344e+02
1.645e+02 3.943e+01 -1.654e+02
1.806e+02 4.131e+01 1.602e+02
1.983e+02 4.320e+01 1.220e+02
2.177e+02 4.511e+01 7.973e+01
2.390e+02 4.700e+01 3.299e+01
2.624e+02 4.887e+01 -1.852e+01
2.880e+02 5.071e+01 -7.513e+01
3.162e+02 5.256e+01 -1.373e+02
3.472e+02 5.443e+01 1.542e+02
3.811e+02 5.630e+01 7.860e+01
4.184e+02 5.813e+01 -5.008e+00
4.594e+02 5.982e+01 -9.733e+01
5.043e+02 6.127e+01 1.614e+02
5.537e+02 6.247e+01 5.197e+01
6.078e+02 6.383e+01 -6.534e+01
6.673e+02 6.573e+01 1.647e+02
7.326e+02 6.757e+01 1.680e+01
8.043e+02 6.846e+01 -1.474e+02
8.830e+02 6.859e+01 3.795e+01
9.694e+02 6.885e+01 -1.494e+02
1.064e+03 6.926e+01 6.603e+00
1.168e+03 6.976e+01 1.427e+02
1.283e+03 7.011e+01 -1.019e+02
1.408e+03 7.064e+01 -9.488e+00
1.546e+03 7.116e+01 5.591e+01
1.697e+03 7.136e+01 9.340e+01
1.863e+03 7.184e+01 1.011e+02
2.046e+03 7.240e+01 7.201e+01
2.246e+03 7.209e+01 4.817e+00
2.465e+03 7.193e+01 -1.004e+02
2.707e+03 7.156e+01 1.109e+02
2.971e+03 7.162e+01 -8.772e+01
3.262e+03 7.166e+01 2.267e+01
3.581e+03 7.198e+01 6.818e+01
3.932e+03 7.192e+01 4.915e+01
4.317e+03 7.117e+01 -4.327e+01
4.739e+03 7.069e+01 1.527e+02
5.203e+03 7.100e+01 -1.020e+02
5.712e+03 7.026e+01 -9.577e+01
6.270e+03 6.927e+01 1.683e+02
6.884e+03 6.860e+01 -3.945e+01
7.558e+03 6.753e+01 -1.940e+01
8.297e+03 6.591e+01 -1.332e+02
9.109e+03 6.366e+01 -4.064e+01
1.000e+04 6.082e+01 -1.129e+02
